"Plot Title: 20168508"
"#","Date Time, GMT-06:00","Temp, °F (LGR S/N: 20168508, SEN S/N: 20168508)","Coupler Attached (LGR S/N: 20168508)","Host Connected (LGR S/N: 20168508)","End Of File (LGR S/N: 20168508)"
1,09/28/17 12:00:00 AM,64.310,,,
2,09/28/17 01:30:00 AM,64.481,,,
3,09/28/17 03:00:00 AM,64.481,,,
4,09/28/17 04:30:00 AM,64.481,,,
5,09/28/17 06:00:00 AM,64.310,,,
6,09/28/17 07:30:00 AM,64.139,,,
7,09/28/17 09:00:00 AM,63.797,,,
8,09/28/17 10:30:00 AM,77.574,,,
9,09/28/17 12:00:00 PM,76.006,,,
10,09/28/17 01:30:00 PM,72.718,,,
11,09/28/17 03:00:00 PM,73.234,,,
12,09/28/17 04:30:00 PM,73.407,,,
13,09/28/17 06:00:00 PM,73.580,,,
14,09/28/17 07:30:00 PM,72.545,,,
15,09/28/17 09:00:00 PM,71.683,,,
16,09/28/17 10:30:00 PM,70.995,,,
17,09/29/17 12:00:00 AM,70.480,,,
18,09/29/17 01:30:00 AM,70.137,,,
19,09/29/17 03:00:00 AM,69.964,,,
20,09/29/17 04:30:00 AM,69.793,,,
21,09/29/17 06:00:00 AM,69.964,,,
22,09/29/17 07:30:00 AM,69.964,,,
23,09/29/17 09:00:00 AM,70.995,,,
24,09/29/17 10:30:00 AM,72.199,,,
25,09/29/17 12:00:00 PM,73.753,,,
26,09/29/17 01:30:00 PM,74.619,,,
27,09/29/17 03:00:00 PM,76.006,,,
28,09/29/17 04:30:00 PM,83.043,,,
29,09/29/17 06:00:00 PM,76.006,,,
30,09/29/17 07:30:00 PM,77.574,,,
31,09/29/17 09:00:00 PM,65.509,,,
32,09/29/17 10:30:00 PM,54.322,,,
33,09/30/17 12:00:00 AM,46.369,,,
34,09/30/17 01:30:00 AM,40.696,,,
35,09/30/17 03:00:00 AM,36.914,,,
36,09/30/17 04:30:00 AM,34.590,,,
37,09/30/17 06:00:00 AM,34.002,,,
38,09/30/17 07:30:00 AM,34.981,,,
39,09/30/17 09:00:00 AM,40.321,,,
40,09/30/17 10:30:00 AM,56.577,,,
41,09/30/17 12:00:00 PM,60.368,,,
