"Plot Title: 20168529"
"#","Date Time, GMT-05:00","Temp, °F (LGR S/N: 20168529, SEN S/N: 20168529)","Coupler Attached (LGR S/N: 20168529)","Host Connected (LGR S/N: 20168529)","End Of File (LGR S/N: 20168529)"
1,09/06/17 12:00:00 AM,76.876,,,
2,09/06/17 01:30:00 AM,72.891,,,
3,09/06/17 03:00:00 AM,69.793,,,
4,09/06/17 04:30:00 AM,67.221,,,
5,09/06/17 06:00:00 AM,65.167,,,
6,09/06/17 07:30:00 AM,63.455,,,
7,09/06/17 09:00:00 AM,62.083,,,
8,09/06/17 10:30:00 AM,62.425,,,
9,09/06/17 12:00:00 PM,64.996,,,
10,09/06/17 01:30:00 PM,73.580,,,
11,09/06/17 03:00:00 PM,86.277,,,
12,09/06/17 04:30:00 PM,94.825,,,
13,09/06/17 06:00:00 PM,98.503,,,
14,09/06/17 07:30:00 PM,95.783,,,
15,09/06/17 09:00:00 PM,87.915,,,
16,09/06/17 10:30:00 PM,80.382,,,
17,09/07/17 12:00:00 AM,74.791,,,
18,09/07/17 01:30:00 AM,70.824,,,
19,09/07/17 03:00:00 AM,67.906,,,
20,09/07/17 04:30:00 AM,65.509,,,
21,09/07/17 06:00:00 AM,63.455,,,
22,09/07/17 07:30:00 AM,61.912,,,
23,09/07/17 09:00:00 AM,60.712,,,
24,09/07/17 10:30:00 AM,61.398,,,
25,09/07/17 12:00:00 PM,64.481,,,
26,09/07/17 01:30:00 PM,72.372,,,
27,09/07/17 03:00:00 PM,83.399,,,
28,09/07/17 04:30:00 PM,91.987,,,
29,09/07/17 06:00:00 PM,95.400,,,
30,09/07/17 07:30:00 PM,93.493,,,
31,09/07/17 09:00:00 PM,86.641,,,
32,09/07/17 10:30:00 PM,79.678,,,
33,09/08/17 12:00:00 AM,74.619,,,
34,09/08/17 01:30:00 AM,71.168,,,
35,09/08/17 03:00:00 AM,69.107,,,
36,09/08/17 04:30:00 AM,68.077,,,
37,09/08/17 06:00:00 AM,67.564,,,
38,09/08/17 07:30:00 AM,66.879,,,
39,09/08/17 09:00:00 AM,66.193,,,
40,09/08/17 10:30:00 AM,67.050,,,
41,09/08/17 12:00:00 PM,69.964,,,
42,09/08/17 01:30:00 PM,76.876,,,
43,09/08/17 03:00:00 PM,85.735,,,
44,09/08/17 04:30:00 PM,84.295,,,
45,09/08/17 06:00:00 PM,87.368,,,
46,09/08/17 07:30:00 PM,93.873,,,
47,09/08/17 09:00:00 PM,87.004,,,
48,09/08/17 10:30:00 PM,81.266,,,
49,09/09/17 12:00:00 AM,77.574,,,
50,09/09/17 01:30:00 AM,74.791,,,
51,09/09/17 03:00:00 AM,72.718,,,
52,09/09/17 04:30:00 AM,70.308,,,
53,09/09/17 06:00:00 AM,67.564,,,
54,09/09/17 07:30:00 AM,65.338,,,
55,09/09/17 09:00:00 AM,63.455,,,
56,09/09/17 10:30:00 AM,63.111,,,
57,09/09/17 12:00:00 PM,64.996,,,
58,09/09/17 01:30:00 PM,72.199,,,
59,09/09/17 03:00:00 PM,82.152,,,
60,09/09/17 04:30:00 PM,87.004,,,
61,09/09/17 06:00:00 PM,85.735,,,
62,09/09/17 07:30:00 PM,87.004,,,
63,09/09/17 09:00:00 PM,81.090,,,
64,09/09/17 10:30:00 PM,76.528,,,
65,09/10/17 12:00:00 AM,73.753,,,
66,09/10/17 01:30:00 AM,71.168,,,
67,09/10/17 03:00:00 AM,69.278,,,
68,09/10/17 04:30:00 AM,67.221,,,
69,09/10/17 06:00:00 AM,64.996,,,
70,09/10/17 07:30:00 AM,62.940,,,
71,09/10/17 09:00:00 AM,61.569,,,
72,09/10/17 10:30:00 AM,61.227,,,
73,09/10/17 12:00:00 PM,62.769,,,
74,09/10/17 01:30:00 PM,70.480,,,
75,09/10/17 03:00:00 PM,82.152,,,
76,09/10/17 04:30:00 PM,92.363,,,
77,09/10/17 06:00:00 PM,98.503,,,
78,09/10/17 07:30:00 PM,98.503,,,
79,09/10/17 09:00:00 PM,89.569,,,
80,09/10/17 10:30:00 PM,81.621,,,
81,09/11/17 12:00:00 AM,76.006,,,
82,09/11/17 01:30:00 AM,72.028,,,
83,09/11/17 03:00:00 AM,69.107,,,
84,09/11/17 04:30:00 AM,66.537,,,
85,09/11/17 06:00:00 AM,64.481,,,
86,09/11/17 07:30:00 AM,62.769,,,
87,09/11/17 09:00:00 AM,61.398,,,
88,09/11/17 10:30:00 AM,61.227,,,
89,09/11/17 12:00:00 PM,62.940,,,
90,09/11/17 01:30:00 PM,71.339,,,
91,09/11/17 03:00:00 PM,85.014,,,
92,09/11/17 04:30:00 PM,95.016,,,
93,09/11/17 06:00:00 PM,100.083,,,
94,09/11/17 07:30:00 PM,100.683,,,
95,09/11/17 09:00:00 PM,91.240,,,
96,09/11/17 10:30:00 PM,82.508,,,
97,09/12/17 12:00:00 AM,76.354,,,
98,09/12/17 01:30:00 AM,72.199,,,
99,09/12/17 03:00:00 AM,69.107,,,
100,09/12/17 04:30:00 AM,66.537,,,
101,09/12/17 06:00:00 AM,64.652,,,
102,09/12/17 07:30:00 AM,62.940,,,
103,09/12/17 09:00:00 AM,61.398,,,
104,09/12/17 10:30:00 AM,61.227,,,
