"Plot Title: 20168499"
"#","Date Time, GMT-06:00","Temp, °F (LGR S/N: 20168499, SEN S/N: 20168499)","End Of File (LGR S/N: 20168499)"
2471,02/17/18 09:00:00 AM,32.218,
2472,02/17/18 10:30:00 AM,32.218,
2473,02/17/18 12:00:00 PM,32.218,
2474,02/17/18 01:30:00 PM,32.218,
2475,02/17/18 03:00:00 PM,32.218,
2476,02/17/18 04:30:00 PM,32.218,
2477,02/17/18 06:00:00 PM,32.218,
2478,02/17/18 07:30:00 PM,32.218,
2479,02/17/18 09:00:00 PM,32.218,
2480,02/17/18 10:30:00 PM,32.218,
2481,02/18/18 12:00:00 AM,32.218,
2482,02/18/18 01:30:00 AM,32.218,
2483,02/18/18 03:00:00 AM,32.218,
2484,02/18/18 04:30:00 AM,32.218,
2485,02/18/18 06:00:00 AM,32.218,
2486,02/18/18 07:30:00 AM,32.218,
2487,02/18/18 09:00:00 AM,32.218,
2488,02/18/18 10:30:00 AM,32.218,
2489,02/18/18 12:00:00 PM,32.418,
2490,02/18/18 01:30:00 PM,32.418,
2491,02/18/18 03:00:00 PM,32.418,
2492,02/18/18 04:30:00 PM,32.418,
2493,02/18/18 06:00:00 PM,32.418,
2494,02/18/18 07:30:00 PM,32.418,
2495,02/18/18 09:00:00 PM,32.418,
2496,02/18/18 10:30:00 PM,32.418,
2497,02/19/18 12:00:00 AM,32.418,
2498,02/19/18 01:30:00 AM,32.418,
2499,02/19/18 03:00:00 AM,32.418,
2500,02/19/18 04:30:00 AM,32.418,
2501,02/19/18 06:00:00 AM,32.418,
2502,02/19/18 07:30:00 AM,32.418,
2503,02/19/18 09:00:00 AM,32.418,
2504,02/19/18 10:30:00 AM,32.617,
2505,02/19/18 12:00:00 PM,32.617,
2506,02/19/18 01:30:00 PM,32.617,
2507,02/19/18 03:00:00 PM,32.617,
2508,02/19/18 04:30:00 PM,32.617,
2509,02/19/18 06:00:00 PM,32.617,
2510,02/19/18 07:30:00 PM,32.617,
2511,02/19/18 09:00:00 PM,32.617,
2512,02/19/18 10:30:00 PM,32.617,
2513,02/20/18 12:00:00 AM,32.617,
2514,02/20/18 01:30:00 AM,32.815,
2515,02/20/18 03:00:00 AM,32.815,
2516,02/20/18 04:30:00 AM,32.815,
2517,02/20/18 06:00:00 AM,32.815,
2518,02/20/18 07:30:00 AM,32.815,
2519,02/20/18 09:00:00 AM,32.815,
2520,02/20/18 10:30:00 AM,32.815,
2521,02/20/18 12:00:00 PM,32.815,
2522,02/20/18 01:30:00 PM,32.815,
2523,02/20/18 03:00:00 PM,32.815,
2524,02/20/18 04:30:00 PM,32.815,
2525,02/20/18 06:00:00 PM,33.013,
2526,02/20/18 07:30:00 PM,33.013,
2527,02/20/18 09:00:00 PM,33.013,
2528,02/20/18 10:30:00 PM,33.013,
2529,02/21/18 12:00:00 AM,33.013,
2530,02/21/18 01:30:00 AM,33.013,
2531,02/21/18 03:00:00 AM,33.013,
2532,02/21/18 04:30:00 AM,33.013,
2533,02/21/18 06:00:00 AM,33.013,
2534,02/21/18 07:30:00 AM,32.815,
2535,02/21/18 09:00:00 AM,32.815,
2536,02/21/18 10:30:00 AM,32.815,
2537,02/21/18 12:00:00 PM,32.815,
2538,02/21/18 01:30:00 PM,32.815,
2539,02/21/18 03:00:00 PM,32.815,
2540,02/21/18 04:30:00 PM,32.815,
2541,02/21/18 06:00:00 PM,32.815,
2542,02/21/18 07:30:00 PM,32.815,
2543,02/21/18 09:00:00 PM,32.815,
2544,02/21/18 10:30:00 PM,33.013,
2545,02/22/18 12:00:00 AM,32.815,
2546,02/22/18 01:30:00 AM,33.013,
2547,02/22/18 03:00:00 AM,33.013,
2548,02/22/18 04:30:00 AM,33.013,
2549,02/22/18 06:00:00 AM,32.815,
2550,02/22/18 07:30:00 AM,32.815,
2551,02/22/18 09:00:00 AM,32.815,
2552,02/22/18 10:30:00 AM,32.815,
2553,02/22/18 12:00:00 PM,32.815,
2554,02/22/18 01:30:00 PM,32.815,
2555,02/22/18 03:00:00 PM,32.815,
2556,02/22/18 04:30:00 PM,32.815,
2557,02/22/18 06:00:00 PM,32.815,
2558,02/22/18 07:30:00 PM,32.815,
2559,02/22/18 09:00:00 PM,32.815,
2560,02/22/18 10:30:00 PM,32.815,
2561,02/23/18 12:00:00 AM,33.013,
2562,02/23/18 01:30:00 AM,32.815,
2563,02/23/18 03:00:00 AM,32.815,
2564,02/23/18 04:30:00 AM,33.013,
2565,02/23/18 06:00:00 AM,33.013,
2566,02/23/18 07:30:00 AM,32.815,
2567,02/23/18 09:00:00 AM,32.815,
2568,02/23/18 10:30:00 AM,32.815,
2569,02/23/18 12:00:00 PM,32.815,
2570,02/23/18 01:30:00 PM,32.815,
2571,02/23/18 03:00:00 PM,33.013,
2572,02/23/18 04:30:00 PM,33.013,
2573,02/23/18 06:00:00 PM,33.013,
2574,02/23/18 07:30:00 PM,33.013,
2575,02/23/18 09:00:00 PM,33.013,
2576,02/23/18 10:30:00 PM,33.013,
2577,02/24/18 12:00:00 AM,33.013,
2578,02/24/18 01:30:00 AM,33.013,
2579,02/24/18 03:00:00 AM,33.013,
2580,02/24/18 04:30:00 AM,33.013,
2581,02/24/18 06:00:00 AM,33.013,
2582,02/24/18 07:30:00 AM,33.013,
2583,02/24/18 09:00:00 AM,32.815,
2584,02/24/18 10:30:00 AM,32.815,
2585,02/24/18 12:00:00 PM,32.815,
2586,02/24/18 01:30:00 PM,32.815,
2587,02/24/18 03:00:00 PM,32.815,
2588,02/24/18 04:30:00 PM,32.815,
2589,02/24/18 06:00:00 PM,33.013,
2590,02/24/18 07:30:00 PM,32.815,
2591,02/24/18 09:00:00 PM,33.013,
2592,02/24/18 10:30:00 PM,33.013,
2593,02/25/18 12:00:00 AM,33.013,
2594,02/25/18 01:30:00 AM,33.013,
2595,02/25/18 03:00:00 AM,33.013,
2596,02/25/18 04:30:00 AM,33.013,
2597,02/25/18 06:00:00 AM,33.013,
2598,02/25/18 07:30:00 AM,33.013,
2599,02/25/18 09:00:00 AM,33.013,
2600,02/25/18 10:30:00 AM,33.013,
2601,02/25/18 12:00:00 PM,33.013,
2602,02/25/18 01:30:00 PM,33.013,
2603,02/25/18 03:00:00 PM,33.013,
2604,02/25/18 04:30:00 PM,33.013,
2605,02/25/18 06:00:00 PM,33.013,
2606,02/25/18 07:30:00 PM,33.013,
2607,02/25/18 09:00:00 PM,33.013,
2608,02/25/18 10:30:00 PM,33.013,
2609,02/26/18 12:00:00 AM,33.013,
2610,02/26/18 01:30:00 AM,33.013,
2611,02/26/18 03:00:00 AM,33.013,
2612,02/26/18 04:30:00 AM,33.013,
2613,02/26/18 06:00:00 AM,33.013,
2614,02/26/18 07:30:00 AM,33.013,
2615,02/26/18 09:00:00 AM,33.013,
2616,02/26/18 10:30:00 AM,33.013,
2617,02/26/18 12:00:00 PM,33.013,
2618,02/26/18 01:30:00 PM,33.013,
2619,02/26/18 03:00:00 PM,33.013,
2620,02/26/18 04:30:00 PM,33.013,
2621,02/26/18 06:00:00 PM,33.013,
2622,02/26/18 07:30:00 PM,33.013,
2623,02/26/18 09:00:00 PM,33.013,
2624,02/26/18 10:30:00 PM,33.013,
2625,02/27/18 12:00:00 AM,33.013,
2626,02/27/18 01:30:00 AM,33.013,
2627,02/27/18 03:00:00 AM,33.013,
2628,02/27/18 04:30:00 AM,33.013,
2629,02/27/18 06:00:00 AM,33.013,
2630,02/27/18 07:30:00 AM,33.013,
2631,02/27/18 09:00:00 AM,33.013,
2632,02/27/18 10:30:00 AM,33.013,
2633,02/27/18 12:00:00 PM,33.013,
2634,02/27/18 01:30:00 PM,33.013,
2635,02/27/18 03:00:00 PM,33.013,
2636,02/27/18 04:30:00 PM,33.013,
2637,02/27/18 06:00:00 PM,33.013,
2638,02/27/18 07:30:00 PM,33.013,
2639,02/27/18 09:00:00 PM,33.013,
2640,02/27/18 10:30:00 PM,33.013,
2641,02/28/18 12:00:00 AM,33.013,
2642,02/28/18 01:30:00 AM,33.013,
2643,02/28/18 03:00:00 AM,33.013,
2644,02/28/18 04:30:00 AM,33.013,
2645,02/28/18 06:00:00 AM,33.013,
2646,02/28/18 07:30:00 AM,33.013,
2647,02/28/18 09:00:00 AM,33.013,
2648,02/28/18 10:30:00 AM,33.013,
2649,02/28/18 12:00:00 PM,33.013,
2650,02/28/18 01:30:00 PM,33.013,
2651,02/28/18 03:00:00 PM,33.013,
2652,02/28/18 04:30:00 PM,33.013,
2653,02/28/18 06:00:00 PM,33.013,
2654,02/28/18 07:30:00 PM,33.013,
2655,02/28/18 09:00:00 PM,33.013,
2656,02/28/18 10:30:00 PM,33.013,
2657,03/01/18 12:00:00 AM,33.013,
2658,03/01/18 01:30:00 AM,33.013,
2659,03/01/18 03:00:00 AM,33.013,
2660,03/01/18 04:30:00 AM,33.013,
2661,03/01/18 06:00:00 AM,33.013,
2662,03/01/18 07:30:00 AM,33.013,
2663,03/01/18 09:00:00 AM,33.013,
2664,03/01/18 10:30:00 AM,33.013,
2665,03/01/18 12:00:00 PM,33.013,
2666,03/01/18 01:30:00 PM,33.013,
2667,03/01/18 03:00:00 PM,33.013,
2668,03/01/18 04:30:00 PM,33.013,
2669,03/01/18 06:00:00 PM,33.013,
2670,03/01/18 07:30:00 PM,33.013,
2671,03/01/18 09:00:00 PM,33.013,
2672,03/01/18 10:30:00 PM,33.013,
2673,03/02/18 12:00:00 AM,33.013,
2674,03/02/18 01:30:00 AM,33.013,
2675,03/02/18 03:00:00 AM,33.013,
2676,03/02/18 04:30:00 AM,33.013,
2677,03/02/18 06:00:00 AM,33.013,
2678,03/02/18 07:30:00 AM,33.013,
2679,03/02/18 09:00:00 AM,33.013,
2680,03/02/18 10:30:00 AM,33.013,
2681,03/02/18 12:00:00 PM,33.013,
2682,03/02/18 01:30:00 PM,33.013,
2683,03/02/18 03:00:00 PM,33.013,
2684,03/02/18 04:30:00 PM,33.013,
2685,03/02/18 06:00:00 PM,33.013,
2686,03/02/18 07:30:00 PM,33.013,
2687,03/02/18 09:00:00 PM,33.013,
2688,03/02/18 10:30:00 PM,33.013,
2689,03/03/18 12:00:00 AM,33.013,
2690,03/03/18 01:30:00 AM,33.013,
2691,03/03/18 03:00:00 AM,33.013,
2692,03/03/18 04:30:00 AM,33.013,
2693,03/03/18 06:00:00 AM,33.013,
2694,03/03/18 07:30:00 AM,33.013,
2695,03/03/18 09:00:00 AM,33.013,
2696,03/03/18 10:30:00 AM,33.013,
2697,03/03/18 12:00:00 PM,33.013,
2698,03/03/18 01:30:00 PM,33.013,
2699,03/03/18 03:00:00 PM,33.013,
2700,03/03/18 04:30:00 PM,33.013,
2701,03/03/18 06:00:00 PM,33.013,
2702,03/03/18 07:30:00 PM,33.013,
2703,03/03/18 09:00:00 PM,33.013,
2704,03/03/18 10:30:00 PM,33.013,
2705,03/04/18 12:00:00 AM,33.013,
2706,03/04/18 01:30:00 AM,33.013,
2707,03/04/18 03:00:00 AM,33.013,
2708,03/04/18 04:30:00 AM,33.013,
2709,03/04/18 06:00:00 AM,33.013,
2710,03/04/18 07:30:00 AM,33.013,
2711,03/04/18 09:00:00 AM,33.013,
2712,03/04/18 10:30:00 AM,33.013,
2713,03/04/18 12:00:00 PM,33.013,
2714,03/04/18 01:30:00 PM,33.013,
2715,03/04/18 03:00:00 PM,33.013,
2716,03/04/18 04:30:00 PM,33.013,
2717,03/04/18 06:00:00 PM,33.013,
2718,03/04/18 07:30:00 PM,33.013,
2719,03/04/18 09:00:00 PM,33.013,
2720,03/04/18 10:30:00 PM,33.013,
2721,03/05/18 12:00:00 AM,33.013,
2722,03/05/18 01:30:00 AM,33.013,
2723,03/05/18 03:00:00 AM,33.013,
2724,03/05/18 04:30:00 AM,33.013,
2725,03/05/18 06:00:00 AM,33.013,
2726,03/05/18 07:30:00 AM,33.013,
2727,03/05/18 09:00:00 AM,33.013,
2728,03/05/18 10:30:00 AM,33.013,
2729,03/05/18 12:00:00 PM,33.213,
2730,03/05/18 01:30:00 PM,33.213,
2731,03/05/18 03:00:00 PM,33.213,
2732,03/05/18 04:30:00 PM,33.213,
2733,03/05/18 06:00:00 PM,33.213,
2734,03/05/18 07:30:00 PM,33.013,
2735,03/05/18 09:00:00 PM,33.013,
2736,03/05/18 10:30:00 PM,33.013,
2737,03/06/18 12:00:00 AM,33.013,
2738,03/06/18 01:30:00 AM,33.013,
2739,03/06/18 03:00:00 AM,33.013,
2740,03/06/18 04:30:00 AM,33.013,
2741,03/06/18 06:00:00 AM,33.013,
2742,03/06/18 07:30:00 AM,33.013,
2743,03/06/18 09:00:00 AM,33.013,
2744,03/06/18 10:30:00 AM,33.013,
2745,03/06/18 12:00:00 PM,33.013,
2746,03/06/18 01:30:00 PM,33.013,
2747,03/06/18 03:00:00 PM,33.013,
2748,03/06/18 04:30:00 PM,33.013,
2749,03/06/18 06:00:00 PM,33.013,
2750,03/06/18 07:30:00 PM,33.013,
2751,03/06/18 09:00:00 PM,33.013,
2752,03/06/18 10:30:00 PM,33.013,
2753,03/07/18 12:00:00 AM,33.013,
2754,03/07/18 01:30:00 AM,33.013,
2755,03/07/18 03:00:00 AM,33.013,
2756,03/07/18 04:30:00 AM,33.013,
2757,03/07/18 06:00:00 AM,33.013,
2758,03/07/18 07:30:00 AM,33.013,
2759,03/07/18 09:00:00 AM,32.815,
2760,03/07/18 10:30:00 AM,32.815,
2761,03/07/18 12:00:00 PM,32.815,
2762,03/07/18 01:30:00 PM,32.815,
2763,03/07/18 03:00:00 PM,32.617,
2764,03/07/18 04:30:00 PM,32.815,
2765,03/07/18 06:00:00 PM,32.815,
2766,03/07/18 07:30:00 PM,32.815,
2767,03/07/18 09:00:00 PM,32.815,
2768,03/07/18 10:30:00 PM,32.815,
2769,03/08/18 12:00:00 AM,32.815,
2770,03/08/18 01:30:00 AM,33.013,
2771,03/08/18 03:00:00 AM,32.815,
2772,03/08/18 04:30:00 AM,33.013,
2773,03/08/18 06:00:00 AM,33.013,
2774,03/08/18 07:30:00 AM,33.013,
2775,03/08/18 09:00:00 AM,33.013,
2776,03/08/18 10:30:00 AM,33.013,
2777,03/08/18 12:00:00 PM,33.013,
2778,03/08/18 01:30:00 PM,33.013,
2779,03/08/18 03:00:00 PM,33.013,
2780,03/08/18 04:30:00 PM,33.013,
2781,03/08/18 06:00:00 PM,33.013,
2782,03/08/18 07:30:00 PM,33.013,
2783,03/08/18 09:00:00 PM,33.013,
2784,03/08/18 10:30:00 PM,33.013,
2785,03/09/18 12:00:00 AM,33.013,
2786,03/09/18 01:30:00 AM,33.013,
2787,03/09/18 03:00:00 AM,33.013,
2788,03/09/18 04:30:00 AM,33.013,
2789,03/09/18 06:00:00 AM,33.013,
2790,03/09/18 07:30:00 AM,33.013,
2791,03/09/18 09:00:00 AM,33.013,
2792,03/09/18 10:30:00 AM,33.013,
2793,03/09/18 12:00:00 PM,33.013,
2794,03/09/18 01:30:00 PM,33.013,
2795,03/09/18 03:00:00 PM,33.013,
2796,03/09/18 04:30:00 PM,33.013,
2797,03/09/18 06:00:00 PM,33.013,
2798,03/09/18 07:30:00 PM,33.013,
2799,03/09/18 09:00:00 PM,33.013,
2800,03/09/18 10:30:00 PM,33.013,
2801,03/10/18 12:00:00 AM,33.013,
2802,03/10/18 01:30:00 AM,33.013,
2803,03/10/18 03:00:00 AM,33.013,
2804,03/10/18 04:30:00 AM,33.013,
2805,03/10/18 06:00:00 AM,33.013,
2806,03/10/18 07:30:00 AM,33.013,
2807,03/10/18 09:00:00 AM,33.013,
2808,03/10/18 10:30:00 AM,33.013,
2809,03/10/18 12:00:00 PM,33.013,
2810,03/10/18 01:30:00 PM,33.013,
2811,03/10/18 03:00:00 PM,33.013,
2812,03/10/18 04:30:00 PM,33.013,
2813,03/10/18 06:00:00 PM,32.815,
2814,03/10/18 07:30:00 PM,32.815,
2815,03/10/18 09:00:00 PM,32.815,
2816,03/10/18 10:30:00 PM,33.013,
2817,03/11/18 12:00:00 AM,33.013,
2818,03/11/18 01:30:00 AM,33.013,
2819,03/11/18 03:00:00 AM,33.013,
2820,03/11/18 04:30:00 AM,33.013,
2821,03/11/18 06:00:00 AM,33.013,
2822,03/11/18 07:30:00 AM,32.815,
2823,03/11/18 09:00:00 AM,32.815,
2824,03/11/18 10:30:00 AM,32.815,
2825,03/11/18 12:00:00 PM,32.815,
2826,03/11/18 01:30:00 PM,33.013,
2827,03/11/18 03:00:00 PM,33.213,
2828,03/11/18 04:30:00 PM,33.213,
2829,03/11/18 06:00:00 PM,33.013,
2830,03/11/18 07:30:00 PM,33.013,
2831,03/11/18 09:00:00 PM,33.013,
2832,03/11/18 10:30:00 PM,33.013,
2833,03/12/18 12:00:00 AM,33.013,
2834,03/12/18 01:30:00 AM,33.013,
2835,03/12/18 03:00:00 AM,33.013,
2836,03/12/18 04:30:00 AM,33.013,
2837,03/12/18 06:00:00 AM,33.013,
2838,03/12/18 07:30:00 AM,33.013,
2839,03/12/18 09:00:00 AM,33.013,
2840,03/12/18 10:30:00 AM,32.815,
2841,03/12/18 12:00:00 PM,33.013,
2842,03/12/18 01:30:00 PM,33.213,
2843,03/12/18 03:00:00 PM,33.411,
2844,03/12/18 04:30:00 PM,33.411,
2845,03/12/18 06:00:00 PM,33.607,
2846,03/12/18 07:30:00 PM,33.607,
2847,03/12/18 09:00:00 PM,33.411,
2848,03/12/18 10:30:00 PM,33.411,
2849,03/13/18 12:00:00 AM,33.213,
2850,03/13/18 01:30:00 AM,33.013,
2851,03/13/18 03:00:00 AM,32.815,
2852,03/13/18 04:30:00 AM,32.617,
2853,03/13/18 06:00:00 AM,32.617,
2854,03/13/18 07:30:00 AM,32.418,
2855,03/13/18 09:00:00 AM,32.418,
2856,03/13/18 10:30:00 AM,32.418,
2857,03/13/18 12:00:00 PM,32.418,
2858,03/13/18 01:30:00 PM,32.418,
2859,03/13/18 03:00:00 PM,32.418,
2860,03/13/18 04:30:00 PM,33.213,
2861,03/13/18 06:00:00 PM,35.564,
2862,03/13/18 07:30:00 PM,34.981,
2863,03/13/18 09:00:00 PM,33.805,
2864,03/13/18 10:30:00 PM,33.213,
2865,03/14/18 12:00:00 AM,33.013,
2866,03/14/18 01:30:00 AM,32.815,
2867,03/14/18 03:00:00 AM,32.815,
2868,03/14/18 04:30:00 AM,32.617,
2869,03/14/18 06:00:00 AM,32.617,
2870,03/14/18 07:30:00 AM,32.418,
2871,03/14/18 09:00:00 AM,32.418,
2872,03/14/18 10:30:00 AM,32.418,
2873,03/14/18 12:00:00 PM,33.805,
2874,03/14/18 01:30:00 PM,39.760,
2875,03/14/18 03:00:00 PM,39.007,
2876,03/14/18 04:30:00 PM,43.466,
2877,03/14/18 06:00:00 PM,40.696,
2878,03/14/18 07:30:00 PM,38.818,
2879,03/14/18 09:00:00 PM,35.564,
2880,03/14/18 10:30:00 PM,34.981,
2881,03/15/18 12:00:00 AM,34.786,
2882,03/15/18 01:30:00 AM,34.590,
2883,03/15/18 03:00:00 AM,34.394,
2884,03/15/18 04:30:00 AM,34.198,
2885,03/15/18 06:00:00 AM,34.198,
2886,03/15/18 07:30:00 AM,34.002,
2887,03/15/18 09:00:00 AM,34.002,
2888,03/15/18 10:30:00 AM,34.198,
2889,03/15/18 12:00:00 PM,34.198,
2890,03/15/18 01:30:00 PM,34.198,
2891,03/15/18 03:00:00 PM,35.370,
2892,03/15/18 04:30:00 PM,40.321,
2893,03/15/18 06:00:00 PM,45.828,
2894,03/15/18 07:30:00 PM,39.760,
2895,03/15/18 09:00:00 PM,36.914,
2896,03/15/18 10:30:00 PM,35.370,
2897,03/16/18 12:00:00 AM,34.198,
2898,03/16/18 01:30:00 AM,33.805,
2899,03/16/18 03:00:00 AM,33.805,
2900,03/16/18 04:30:00 AM,33.607,
2901,03/16/18 06:00:00 AM,33.213,
2902,03/16/18 07:30:00 AM,33.013,
2903,03/16/18 09:00:00 AM,32.815,
2904,03/16/18 10:30:00 AM,32.617,
2905,03/16/18 12:00:00 PM,32.617,
2906,03/16/18 01:30:00 PM,40.321,
2907,03/16/18 03:00:00 PM,51.346,
2908,03/16/18 04:30:00 PM,57.096,
2909,03/16/18 06:00:00 PM,51.699,
2910,03/16/18 07:30:00 PM,44.560,
2911,03/16/18 09:00:00 PM,40.321,
2912,03/16/18 10:30:00 PM,38.440,
2913,03/17/18 12:00:00 AM,36.723,
2914,03/17/18 01:30:00 AM,36.338,
2915,03/17/18 03:00:00 AM,36.145,
2916,03/17/18 04:30:00 AM,35.564,
2917,03/17/18 06:00:00 AM,35.370,
2918,03/17/18 07:30:00 AM,35.175,
2919,03/17/18 09:00:00 AM,35.175,
2920,03/17/18 10:30:00 AM,34.981,
2921,03/17/18 12:00:00 PM,34.786,
2922,03/17/18 01:30:00 PM,34.786,
2923,03/17/18 03:00:00 PM,34.786,
2924,03/17/18 04:30:00 PM,34.590,
2925,03/17/18 06:00:00 PM,34.394,
2926,03/17/18 07:30:00 PM,34.394,
2927,03/17/18 09:00:00 PM,34.198,
2928,03/17/18 10:30:00 PM,34.198,
2929,03/18/18 12:00:00 AM,34.198,
2930,03/18/18 01:30:00 AM,34.002,
2931,03/18/18 03:00:00 AM,33.805,
2932,03/18/18 04:30:00 AM,33.607,
2933,03/18/18 06:00:00 AM,33.411,
2934,03/18/18 07:30:00 AM,33.213,
2935,03/18/18 09:00:00 AM,33.213,
2936,03/18/18 10:30:00 AM,33.213,
2937,03/18/18 12:00:00 PM,33.607,
2938,03/18/18 01:30:00 PM,33.607,
2939,03/18/18 03:00:00 PM,34.198,
2940,03/18/18 04:30:00 PM,34.394,
2941,03/18/18 06:00:00 PM,34.394,
2942,03/18/18 07:30:00 PM,34.198,
2943,03/18/18 09:00:00 PM,33.805,
2944,03/18/18 10:30:00 PM,33.411,
2945,03/19/18 12:00:00 AM,33.213,
2946,03/19/18 01:30:00 AM,33.013,
2947,03/19/18 03:00:00 AM,33.013,
2948,03/19/18 04:30:00 AM,32.815,
2949,03/19/18 06:00:00 AM,32.617,
2950,03/19/18 07:30:00 AM,32.617,
2951,03/19/18 09:00:00 AM,32.617,
2952,03/19/18 10:30:00 AM,32.418,
2953,03/19/18 12:00:00 PM,32.418,
2954,03/19/18 01:30:00 PM,32.418,
2955,03/19/18 03:00:00 PM,40.134,
2956,03/19/18 04:30:00 PM,42.548,
2957,03/19/18 06:00:00 PM,41.439,
2958,03/19/18 07:30:00 PM,38.061,
2959,03/19/18 09:00:00 PM,34.394,
2960,03/19/18 10:30:00 PM,33.411,
2961,03/20/18 12:00:00 AM,33.013,
2962,03/20/18 01:30:00 AM,32.617,
2963,03/20/18 03:00:00 AM,32.218,
2964,03/20/18 04:30:00 AM,32.218,
2965,03/20/18 06:00:00 AM,31.816,
2966,03/20/18 07:30:00 AM,31.816,
2967,03/20/18 09:00:00 AM,32.018,
2968,03/20/18 10:30:00 AM,32.018,
2969,03/20/18 12:00:00 PM,32.218,
2970,03/20/18 01:30:00 PM,33.411,
2971,03/20/18 03:00:00 PM,44.742,
2972,03/20/18 04:30:00 PM,44.742,
2973,03/20/18 06:00:00 PM,41.254,
2974,03/20/18 07:30:00 PM,38.250,
2975,03/20/18 09:00:00 PM,36.145,
2976,03/20/18 10:30:00 PM,34.981,
2977,03/21/18 12:00:00 AM,34.394,
2978,03/21/18 01:30:00 AM,33.607,
2979,03/21/18 03:00:00 AM,33.411,
2980,03/21/18 04:30:00 AM,33.213,
2981,03/21/18 06:00:00 AM,33.013,
2982,03/21/18 07:30:00 AM,32.815,
2983,03/21/18 09:00:00 AM,33.013,
2984,03/21/18 10:30:00 AM,34.002,
2985,03/21/18 12:00:00 PM,43.099,
2986,03/21/18 01:30:00 PM,52.225,
2987,03/21/18 03:00:00 PM,47.982,
2988,03/21/18 04:30:00 PM,47.266,
2989,03/21/18 06:00:00 PM,44.560,
2990,03/21/18 07:30:00 PM,41.810,
2991,03/21/18 09:00:00 PM,39.760,
2992,03/21/18 10:30:00 PM,38.440,
2993,03/22/18 12:00:00 AM,36.723,
2994,03/22/18 01:30:00 AM,35.758,
2995,03/22/18 03:00:00 AM,35.175,
2996,03/22/18 04:30:00 AM,34.786,
2997,03/22/18 06:00:00 AM,34.590,
2998,03/22/18 07:30:00 AM,34.981,
2999,03/22/18 09:00:00 AM,36.914,
3000,03/22/18 10:30:00 AM,40.696,
3001,03/22/18 12:00:00 PM,47.982,
3002,03/22/18 01:30:00 PM,49.404,
3003,03/22/18 03:00:00 PM,47.802,
3004,03/22/18 04:30:00 PM,48.871,
3005,03/22/18 06:00:00 PM,46.188,
3006,03/22/18 07:30:00 PM,44.379,
3007,03/22/18 09:00:00 PM,43.099,
3008,03/22/18 10:30:00 PM,42.363,
3009,03/23/18 12:00:00 AM,41.439,
3010,03/23/18 01:30:00 AM,40.321,
3011,03/23/18 03:00:00 AM,37.297,
3012,03/23/18 04:30:00 AM,36.914,
3013,03/23/18 06:00:00 AM,36.723,
3014,03/23/18 07:30:00 AM,36.338,
3015,03/23/18 09:00:00 AM,36.531,
3016,03/23/18 10:30:00 AM,37.679,
3017,03/23/18 12:00:00 PM,39.196,
3018,03/23/18 01:30:00 PM,47.802,
3019,03/23/18 03:00:00 PM,53.449,
3020,03/23/18 04:30:00 PM,62.254,
3021,03/23/18 06:00:00 PM,56.230,
3022,03/23/18 07:30:00 PM,50.819,
3023,03/23/18 09:00:00 PM,44.195,
3024,03/23/18 10:30:00 PM,40.509,
3025,03/24/18 12:00:00 AM,38.250,
3026,03/24/18 01:30:00 AM,36.723,
3027,03/24/18 03:00:00 AM,35.564,
3028,03/24/18 04:30:00 AM,34.981,
3029,03/24/18 06:00:00 AM,34.590,
3030,03/24/18 07:30:00 AM,34.394,
3031,03/24/18 09:00:00 AM,34.198,
3032,03/24/18 10:30:00 AM,37.488,
3033,03/24/18 12:00:00 PM,38.440,
3034,03/24/18 01:30:00 PM,43.466,
3035,03/24/18 03:00:00 PM,50.466,
3036,03/24/18 04:30:00 PM,56.750,
3037,03/24/18 06:00:00 PM,52.401,
3038,03/24/18 07:30:00 PM,47.266,
3039,03/24/18 09:00:00 PM,43.282,
3040,03/24/18 10:30:00 PM,41.067,
3041,03/25/18 12:00:00 AM,39.384,
3042,03/25/18 01:30:00 AM,38.440,
3043,03/25/18 03:00:00 AM,37.488,
3044,03/25/18 04:30:00 AM,36.145,
3045,03/25/18 06:00:00 AM,34.981,
3046,03/25/18 07:30:00 AM,34.786,
3047,03/25/18 09:00:00 AM,35.175,
3048,03/25/18 10:30:00 AM,37.107,
3049,03/25/18 12:00:00 PM,41.067,
3050,03/25/18 01:30:00 PM,43.648,
3051,03/25/18 03:00:00 PM,45.466,
3052,03/25/18 04:30:00 PM,46.188,
3053,03/25/18 06:00:00 PM,44.922,
3054,03/25/18 07:30:00 PM,40.321,
3055,03/25/18 09:00:00 PM,37.297,
3056,03/25/18 10:30:00 PM,35.370,
3057,03/26/18 12:00:00 AM,34.786,
3058,03/26/18 01:30:00 AM,34.198,
3059,03/26/18 03:00:00 AM,34.002,
3060,03/26/18 04:30:00 AM,33.805,
3061,03/26/18 06:00:00 AM,33.607,
3062,03/26/18 07:30:00 AM,33.411,
3063,03/26/18 09:00:00 AM,33.411,
3064,03/26/18 10:30:00 AM,33.607,
3065,03/26/18 12:00:00 PM,35.564,
3066,03/26/18 01:30:00 PM,46.728,
3067,03/26/18 03:00:00 PM,55.711,
3068,03/26/18 04:30:00 PM,56.923,
3069,03/26/18 06:00:00 PM,50.466,
3070,03/26/18 07:30:00 PM,46.008,
3071,03/26/18 09:00:00 PM,39.760,
3072,03/26/18 10:30:00 PM,37.297,
3073,03/27/18 12:00:00 AM,35.370,
3074,03/27/18 01:30:00 AM,34.394,
3075,03/27/18 03:00:00 AM,33.607,
