"Plot Title: 20168518"
"#","Date Time, GMT-06:00","Temp, °F (LGR S/N: 20168518, SEN S/N: 20168518)","Coupler Attached (LGR S/N: 20168518)","Host Connected (LGR S/N: 20168518)","End Of File (LGR S/N: 20168518)"
1,09/26/17 12:00:00 AM,46.548,,,
2,09/26/17 01:30:00 AM,44.922,,,
3,09/26/17 03:00:00 AM,43.466,,,
4,09/26/17 04:30:00 AM,42.363,,,
5,09/26/17 06:00:00 AM,41.439,,,
6,09/26/17 07:30:00 AM,40.696,,,
7,09/26/17 09:00:00 AM,40.696,,,
8,09/26/17 10:30:00 AM,49.582,,,
9,09/26/17 12:00:00 PM,60.712,,,
10,09/26/17 01:30:00 PM,61.741,,,
11,09/26/17 03:00:00 PM,63.626,,,
12,09/26/17 04:30:00 PM,64.825,,,
13,09/26/17 06:00:00 PM,60.883,,,
14,09/26/17 07:30:00 PM,55.537,,,
15,09/26/17 09:00:00 PM,52.050,,,
16,09/26/17 10:30:00 PM,49.582,,,
17,09/27/17 12:00:00 AM,47.624,,,
18,09/27/17 01:30:00 AM,46.008,,,
19,09/27/17 03:00:00 AM,44.742,,,
20,09/27/17 04:30:00 AM,43.648,,,
21,09/27/17 06:00:00 AM,42.732,,,
22,09/27/17 07:30:00 AM,41.994,,,
23,09/27/17 09:00:00 AM,42.179,,,
24,09/27/17 10:30:00 AM,50.290,,,
25,09/27/17 12:00:00 PM,60.712,,,
26,09/27/17 01:30:00 PM,62.254,,,
27,09/27/17 03:00:00 PM,64.139,,,
28,09/27/17 04:30:00 PM,66.022,,,
29,09/27/17 06:00:00 PM,62.083,,,
30,09/27/17 07:30:00 PM,57.096,,,
31,09/27/17 09:00:00 PM,53.623,,,
32,09/27/17 10:30:00 PM,51.346,,,
33,09/28/17 12:00:00 AM,49.759,,,
34,09/28/17 01:30:00 AM,48.339,,,
35,09/28/17 03:00:00 AM,46.908,,,
36,09/28/17 04:30:00 AM,45.828,,,
37,09/28/17 06:00:00 AM,44.922,,,
38,09/28/17 07:30:00 AM,44.013,,,
39,09/28/17 09:00:00 AM,44.379,,,
40,09/28/17 10:30:00 AM,50.995,,,
41,09/28/17 12:00:00 PM,59.337,,,
42,09/28/17 01:30:00 PM,62.083,,,
43,09/28/17 03:00:00 PM,64.825,,,
44,09/28/17 04:30:00 PM,64.996,,,
45,09/28/17 06:00:00 PM,60.539,,,
46,09/28/17 07:30:00 PM,56.577,,,
47,09/28/17 09:00:00 PM,53.449,,,
48,09/28/17 10:30:00 PM,51.346,,,
49,09/29/17 12:00:00 AM,49.582,,,
50,09/29/17 01:30:00 AM,48.871,,,
51,09/29/17 03:00:00 AM,48.695,,,
52,09/29/17 04:30:00 AM,47.624,,,
53,09/29/17 06:00:00 AM,47.266,,,
54,09/29/17 07:30:00 AM,47.446,,,
55,09/29/17 09:00:00 AM,48.517,,,
56,09/29/17 10:30:00 AM,53.623,,,
57,09/29/17 12:00:00 PM,58.820,,,
58,09/29/17 01:30:00 PM,60.712,,,
