"Plot Title: 20168525"
"#","Date Time, GMT-05:00","Temp, °F (LGR S/N: 20168525, SEN S/N: 20168525)","Coupler Attached (LGR S/N: 20168525)","Host Connected (LGR S/N: 20168525)","End Of File (LGR S/N: 20168525)"
1,09/06/17 12:00:00 AM,76.528,,,
2,09/06/17 01:30:00 AM,72.199,,,
3,09/06/17 03:00:00 AM,68.763,,,
4,09/06/17 04:30:00 AM,66.022,,,
5,09/06/17 06:00:00 AM,63.797,,,
6,09/06/17 07:30:00 AM,61.912,,,
7,09/06/17 09:00:00 AM,60.539,,,
8,09/06/17 10:30:00 AM,61.912,,,
9,09/06/17 12:00:00 PM,70.651,,,
10,09/06/17 01:30:00 PM,86.641,,,
11,09/06/17 03:00:00 PM,98.503,,,
12,09/06/17 04:30:00 PM,102.900,,,
13,09/06/17 06:00:00 PM,102.493,,,
14,09/06/17 07:30:00 PM,97.525,,,
15,09/06/17 09:00:00 PM,88.466,,,
16,09/06/17 10:30:00 PM,80.206,,,
17,09/07/17 12:00:00 AM,74.271,,,
18,09/07/17 01:30:00 AM,70.137,,,
19,09/07/17 03:00:00 AM,66.879,,,
20,09/07/17 04:30:00 AM,64.310,,,
21,09/07/17 06:00:00 AM,62.083,,,
22,09/07/17 07:30:00 AM,60.368,,,
23,09/07/17 09:00:00 AM,59.164,,,
24,09/07/17 10:30:00 AM,60.712,,,
25,09/07/17 12:00:00 PM,69.107,,,
26,09/07/17 01:30:00 PM,82.686,,,
27,09/07/17 03:00:00 PM,93.115,,,
28,09/07/17 04:30:00 PM,98.503,,,
29,09/07/17 06:00:00 PM,98.897,,,
30,09/07/17 07:30:00 PM,94.825,,,
31,09/07/17 09:00:00 PM,86.823,,,
32,09/07/17 10:30:00 PM,79.326,,,
33,09/08/17 12:00:00 AM,74.098,,,
34,09/08/17 01:30:00 AM,70.480,,,
35,09/08/17 03:00:00 AM,68.077,,,
36,09/08/17 04:30:00 AM,67.221,,,
37,09/08/17 06:00:00 AM,66.708,,,
38,09/08/17 07:30:00 AM,66.022,,,
39,09/08/17 09:00:00 AM,65.338,,,
40,09/08/17 10:30:00 AM,67.050,,,
41,09/08/17 12:00:00 PM,75.484,,,
42,09/08/17 01:30:00 PM,90.495,,,
43,09/08/17 03:00:00 PM,96.168,,,
44,09/08/17 04:30:00 PM,91.425,,,
45,09/08/17 06:00:00 PM,92.926,,,
46,09/08/17 07:30:00 PM,95.400,,,
47,09/08/17 09:00:00 PM,87.186,,,
48,09/08/17 10:30:00 PM,81.442,,,
49,09/09/17 12:00:00 AM,77.749,,,
50,09/09/17 01:30:00 AM,74.964,,,
51,09/09/17 03:00:00 AM,72.718,,,
52,09/09/17 04:30:00 AM,69.964,,,
53,09/09/17 06:00:00 AM,66.879,,,
54,09/09/17 07:30:00 AM,64.310,,,
55,09/09/17 09:00:00 AM,62.254,,,
56,09/09/17 10:30:00 AM,62.769,,,
57,09/09/17 12:00:00 PM,72.718,,,
58,09/09/17 01:30:00 PM,85.915,,,
59,09/09/17 03:00:00 PM,93.304,,,
60,09/09/17 04:30:00 PM,93.873,,,
61,09/09/17 06:00:00 PM,89.755,,,
62,09/09/17 07:30:00 PM,89.017,,,
63,09/09/17 09:00:00 PM,82.508,,,
64,09/09/17 10:30:00 PM,77.400,,,
65,09/10/17 12:00:00 AM,74.271,,,
66,09/10/17 01:30:00 AM,70.995,,,
67,09/10/17 03:00:00 AM,68.934,,,
68,09/10/17 04:30:00 AM,66.537,,,
69,09/10/17 06:00:00 AM,63.797,,,
70,09/10/17 07:30:00 AM,61.569,,,
71,09/10/17 09:00:00 AM,59.851,,,
72,09/10/17 10:30:00 AM,60.712,,,
73,09/10/17 12:00:00 PM,70.137,,,
74,09/10/17 01:30:00 PM,84.115,,,
75,09/10/17 03:00:00 PM,93.873,,,
76,09/10/17 04:30:00 PM,101.082,,,
77,09/10/17 06:00:00 PM,103.104,,,
78,09/10/17 07:30:00 PM,99.291,,,
79,09/10/17 09:00:00 PM,88.833,,,
80,09/10/17 10:30:00 PM,80.559,,,
81,09/11/17 12:00:00 AM,74.964,,,
82,09/11/17 01:30:00 AM,70.995,,,
83,09/11/17 03:00:00 AM,67.906,,,
84,09/11/17 04:30:00 AM,65.338,,,
85,09/11/17 06:00:00 AM,63.111,,,
86,09/11/17 07:30:00 AM,61.227,,,
87,09/11/17 09:00:00 AM,59.680,,,
88,09/11/17 10:30:00 AM,60.712,,,
89,09/11/17 12:00:00 PM,71.856,,,
90,09/11/17 01:30:00 PM,87.733,,,
91,09/11/17 03:00:00 PM,99.093,,,
92,09/11/17 04:30:00 PM,103.923,,,
93,09/11/17 06:00:00 PM,104.333,,,
94,09/11/17 07:30:00 PM,101.082,,,
95,09/11/17 09:00:00 PM,89.938,,,
96,09/11/17 10:30:00 PM,80.911,,,
97,09/12/17 12:00:00 AM,74.964,,,
98,09/12/17 01:30:00 AM,70.824,,,
99,09/12/17 03:00:00 AM,67.564,,,
100,09/12/17 04:30:00 AM,64.996,,,
101,09/12/17 06:00:00 AM,62.940,,,
102,09/12/17 07:30:00 AM,61.054,,,
103,09/12/17 09:00:00 AM,59.508,,,
104,09/12/17 10:30:00 AM,60.368,,,
105,09/12/17 12:00:00 PM,71.856,,,
106,09/12/17 01:30:00 PM,88.650,,,
107,09/12/17 03:00:00 PM,99.093,,,
108,09/12/17 04:30:00 PM,103.923,,,
109,09/12/17 06:00:00 PM,103.104,,,
110,09/12/17 07:30:00 PM,98.503,,,
111,09/12/17 09:00:00 PM,89.384,,,
112,09/12/17 10:30:00 PM,81.797,,,
113,09/13/17 12:00:00 AM,76.006,,,
114,09/13/17 01:30:00 AM,72.028,,,
115,09/13/17 03:00:00 AM,68.763,,,
116,09/13/17 04:30:00 AM,66.022,,,
117,09/13/17 06:00:00 AM,64.310,,,
118,09/13/17 07:30:00 AM,63.111,,,
119,09/13/17 09:00:00 AM,62.083,,,
