Date_collected,Recorder_1,Recorder_2,Plot_id,lat,long,Sp_num,Species,seeds_individual,notes
2019-09-04,Elizabeth Simpson,,2133,,,S19-6c,Eriogonum umbellatum,all,
2019-09-04,Elizabeth Simpson,,2133,,,S19-4a,Poa secunda,all,
2019-09-04,Elizabeth Simpson,,2133,,,S19-4b,Poa secunda,all,
2019-09-04,Elizabeth Simpson,,2133,,,S19-4c,Poa secunda,all,
2019-09-04,Elizabeth Simpson,,2133,41.7736,-111.5852,S19-10a,Chrysothamnus viscidiflorus,all,in seed
2019-09-04,Elizabeth Simpson,,2132,,,S19-1a,Lithospermum ruderale,all,
2019-09-04,Elizabeth Simpson,,2231,,,S19-1a,Cercocapous ledifolius,all,
2019-09-04,Elizabeth Simpson,,2231,,,S19-1b,Cercocapous ledifolius,all,
2019-09-04,Elizabeth Simpson,,2232,,,S19-3a,Symphoricarpous oreophilus,all,
2019-09-19,Elizabeth Simpson,,3312,,,S19-7a,Poa pratensis,all,
2019-09-19,Elizabeth Simpson,,3312,,,S19-7b,Poa pratensis,all,
2019-09-19,Elizabeth Simpson,,3312,,,S19-7c,Poa pratensis,all,
2019-09-19,Elizabeth Simpson,,3312,,,S19-8a,Pseudoroegneria spicata,all,
2019-09-19,Elizabeth Simpson,,3312,,,S19-8b,Pseudoroegneria spicata,all,
2019-09-19,Elizabeth Simpson,,3312,,,S19-8c,Pseudoroegneria spicata,all,
2019-09-19,Elizabeth Simpson,,3312,,,S19-9a,Castilleja linearifolia,all,
2019-09-19,Elizabeth Simpson,,3312,,,S19-9b,Castilleja linearifolia,all,
2019-09-19,Elizabeth Simpson,,3312,,,S19-9c,Castilleja linearifolia,all,
2019-09-19,Elizabeth Simpson,,3312,,,S19-10a,Ipomopsis agregatta,all,
2019-09-19,Elizabeth Simpson,,3311,,,S19-1a,Erysmum capitatum,all,
2019-09-19,Elizabeth Simpson,,3311,,,S19-1b,Erysmum capitatum,all,
2019-09-19,Elizabeth Simpson,,3311,,,S19-3a,Poa pratensis,all,
2019-09-19,Elizabeth Simpson,,3311,,,S19-4a,Chrysothamnus viscidiflorus,all,
2019-09-19,Elizabeth Simpson,,3313,,,S19-1a,Petradoria pumila,all,
2019-09-19,Elizabeth Simpson,,3313,,,S19-1b,Petradoria pumila,all,
2019-09-19,Elizabeth Simpson,,3313,,,S19-1c,Petradoria pumila,all,
2019-09-19,Elizabeth Simpson,,3323,,,S19-2a,Erigeron sp.,all,
2019-09-19,Elizabeth Simpson,,3323,,,S19-2c,Erigeron sp.,all,
2019-09-19,Elizabeth Simpson,,3323,,,S19-2c,Erigeron sp.,all,
2019-09-19,Elizabeth Simpson,,3322,,,S19-3a,Lupinus sericeus,all,just a few seeds - most of them are open
