Date_collected,Recorder_1,Recorder_2,N_leaves,Species,Scans,Bag_label,Scanned_by,Date_weighed,Weigher,Leaf_mass_g,Petiole_mass_g,Notes,scanner_used,dpi_ppi
2019-07-23,Elizabeth Simpson,,5,Populus tremuloides,19-3221-2a-c.jpeg,19-3221-2b,Elizabeth Simpson,2021-02-19,Elizabeth Simpson,0.836,0.082,,new,600
2019-07-23,Elizabeth Simpson,,5,Populus tremuloides,19-3221-2a-c.jpeg,19-3221-2c,Elizabeth Simpson,2021-02-19,Elizabeth Simpson,0.429,0.038,,new,600
2019-07-23,Elizabeth Simpson,,5,Populus tremuloides,19-3221-2d-e.jpeg,19-3221-2d,Elizabeth Simpson,2021-02-19,Elizabeth Simpson,0.837,0.077,,new,600
2019-07-23,Elizabeth Simpson,,5,Populus tremuloides,19-3221-2d-e.jpeg,19-3221-2e,Elizabeth Simpson,2021-02-19,Elizabeth Simpson,0.853,0.077,,new,600
2019-07-23,Elizabeth Simpson,,5,Shepherdia canadensis,19-3221-3a-b.jpeg,19-3221-3a,Elizabeth Simpson,2021-02-19,Elizabeth Simpson,0.897,0.046,,new,600
2019-07-23,Elizabeth Simpson,,5,Shepherdia canadensis,19-3221-3a-b.jpeg,19-3221-3b,Elizabeth Simpson,2021-02-19,Elizabeth Simpson,0.506,0.019,,new,600
2019-07-23,Elizabeth Simpson,,5,Shepherdia canadensis,19-3221-3c-d.jpeg,19-3221-3c,Elizabeth Simpson,2021-02-19,Elizabeth Simpson,0.872,0.04,,new,600
2019-07-23,Elizabeth Simpson,,5,Shepherdia canadensis,19-3221-3c-d.jpeg,19-3221-3d,Elizabeth Simpson,2021-02-19,Elizabeth Simpson,0.683,0.028,,new,600
2019-07-23,Elizabeth Simpson,,5,Elymus glaucus,19-3221-4a.jpeg,19-3221-4a,Elizabeth Simpson,2021-02-19,Elizabeth Simpson,0.189,0,,new,600
2019-07-23,Elizabeth Simpson,,5,Elymus glaucus,19-3221-4b.jpeg,19-3221-4b,Elizabeth Simpson,2021-02-19,Elizabeth Simpson,0.165,0,,new,600
2019-07-23,Elizabeth Simpson,,5,Elymus glaucus,19-3221-4c.jpeg,19-3221-4c,Elizabeth Simpson,2021-02-19,Elizabeth Simpson,0.235,0,,new,600
2019-07-23,Elizabeth Simpson,,5,Elymus glaucus,19-3221-4d.jpeg,19-3221-4d,Elizabeth Simpson,2021-02-19,Elizabeth Simpson,0.219,0,,new,600
2019-07-23,Elizabeth Simpson,,5,Elymus glaucus,19-3221-4e.jpeg,19-3221-4e,Elizabeth Simpson,2021-02-19,Elizabeth Simpson,0.162,0,,new,600
2019-07-23,Elizabeth Simpson,,3,Rubus parviflorus,19-3221-5aA.jpeg_19-3221-5aB.jpeg_19-3221-5a-pet.jpeg,19-3221-5a,Elizabeth Simpson,2021-02-23,Elizabeth Simpson,2.31,0.302,,new,600
2019-07-23,Elizabeth Simpson,,3,Rubus parviflorus,19-3221-5bA.jpeg_19-3221-5bB.jpeg_19-3221-5b-pet.jpeg,19-3221-5b,Elizabeth Simpson,2021-02-23,Elizabeth Simpson,2.517,0.467,,new,600
2019-07-23,Elizabeth Simpson,,3,Rubus parviflorus,19-3221-5cA.jpeg_19-3221-5cB-pet.jpeg,19-3221-5c,Elizabeth Simpson,2021-02-23,Elizabeth Simpson,1.649,0.19,,new,600
2019-07-23,Elizabeth Simpson,,3,Rubus parviflorus,19-3221-5dA.jpeg_19-3221-5dB-pet.jpeg,19-3221-5d,Elizabeth Simpson,2021-02-23,Elizabeth Simpson,2.479,0.252,,new,600
2019-07-23,Elizabeth Simpson,,3,Rubus parviflorus,19-3221-5eA.jpeg_19-3221-5eB-pet.jpeg,19-3221-5e,Elizabeth Simpson,2021-02-23,Elizabeth Simpson,2.936,0.347,,new,600
2019-07-23,Elizabeth Simpson,,3,Delphinium occidentale,19-3111-6a.jpeg,19-3111-6a,Elizabeth Simpson,2021-02-23,Elizabeth Simpson,0.445,0.135,,new,600
2019-07-23,Elizabeth Simpson,,3,Delphinium occidentale,19-3111-6b.jpeg,19-3111-6b,Elizabeth Simpson,2021-02-23,Elizabeth Simpson,0.907,0.203,,new,600
2019-07-23,Elizabeth Simpson,,3,Delphinium occidentale,19-3111-6c.jpeg,19-3111-6c,Elizabeth Simpson,2021-02-23,Elizabeth Simpson,0.419,0.08,,new,600
2019-07-23,Elizabeth Simpson,,3,Delphinium occidentale,19-3111-6d.jpeg,19-3111-6d,Elizabeth Simpson,2021-02-23,Elizabeth Simpson,0.657,0.171,,new,600
2019-07-23,Elizabeth Simpson,,3,Delphinium occidentale,19-3111-6e.jpeg,19-3111-6e,Elizabeth Simpson,2021-02-23,Elizabeth Simpson,0.786,0.11,,new,600
2019-07-25,Elizabeth Simpson,,4,Agoseris grandiflora,19-2211-7a-b.jpeg,19-2211-7a,Elizabeth Simpson,2021-02-16,Elizabeth Simpson,0.259,0,,new,600
2019-07-25,Elizabeth Simpson,,4,Agoseris grandiflora,19-2211-7a-b.jpeg,19-2211-7b,Elizabeth Simpson,2021-02-16,Elizabeth Simpson,0.355,0,,new,600
2019-07-25,Elizabeth Simpson,,5,Agoseris grandiflora,19-2211-7c-d.jpeg,19-2211-7c,Elizabeth Simpson,2021-02-16,Elizabeth Simpson,0.235,0,,new,600
2019-07-25,Elizabeth Simpson,,5,Agoseris grandiflora,19-2211-7c-d.jpeg,19-2211-7d,Elizabeth Simpson,2021-02-16,Elizabeth Simpson,0.231,0,,new,600
2019-07-25,Elizabeth Simpson,,5,Agoseris grandiflora,19-2211-7e.jpeg,19-2211-7e,Elizabeth Simpson,2021-02-16,Elizabeth Simpson,0.43,0,,new,600
2019-07-25,Elizabeth Simpson,,7,Koeleria macrantha,19-2222-2a-c.jpeg,19-2222-2a,Elizabeth Simpson,2021-02-16,Elizabeth Simpson,0.128,0,,new,600
2019-07-25,Elizabeth Simpson,,7,Koeleria macrantha,19-2222-2a-c.jpeg,19-2222-2b,Elizabeth Simpson,2021-02-16,Elizabeth Simpson,0.119,0,,new,600
2019-07-25,Elizabeth Simpson,,7,Koeleria macrantha,19-2222-2a-c.jpeg,19-2222-2c,Elizabeth Simpson,2021-02-16,Elizabeth Simpson,0.127,0,,new,600
2019-07-25,Elizabeth Simpson,,7,Koeleria macrantha,19-2222-2d-e.jpeg,19-2222-2d,Elizabeth Simpson,2021-02-16,Elizabeth Simpson,0.138,0,,new,600
2019-07-25,Elizabeth Simpson,,7,Koeleria macrantha,19-2222-2d-e.jpeg,19-2222-2e,Elizabeth Simpson,2021-02-16,Elizabeth Simpson,0.147,0,,new,600
2019-07-25,Elizabeth Simpson,,3,Bromus catharticus,19-2222-3a.jpeg,19-2222-3a,Elizabeth Simpson,2021-02-16,Elizabeth Simpson,0.229,0,,new,600
2019-07-25,Elizabeth Simpson,,4,Bromus catharticus,19-2222-3b.jpeg,19-2222-3b,Elizabeth Simpson,2021-02-16,Elizabeth Simpson,0.069,0,,new,600
2019-07-25,Elizabeth Simpson,,5,Bromus catharticus,19-2222-3c.jpeg,19-2222-3c,Elizabeth Simpson,2021-02-16,Elizabeth Simpson,0.259,0,,new,600
2019-07-25,Elizabeth Simpson,,5,Bromus catharticus,19-2222-3d.jpeg,19-2222-3d,Elizabeth Simpson,2021-02-16,Elizabeth Simpson,0.314,0,,new,600
2019-07-25,Elizabeth Simpson,,5,Bromus catharticus,19-2222-3e.jpeg,19-2222-3e,Elizabeth Simpson,2021-02-16,Elizabeth Simpson,0.317,0,,new,600
2019-07-25,Elizabeth Simpson,,3,Fragaria vesca,19-2311-5a-b.jpeg,19-2311-5a,Elizabeth Simpson,2021-02-12,Elizabeth Simpson,0.106,0.048,3 leaves,new,600
2019-07-25,Elizabeth Simpson,,5,Fragaria vesca,19-2311-5a-b.jpeg,19-2311-5b,Elizabeth Simpson,2021-02-12,Elizabeth Simpson,0.239,0.093,,new,600
2019-07-25,Elizabeth Simpson,,4,Fragaria vesca,19-2311-5c-d.jpeg,19-2311-5c,Elizabeth Simpson,2021-02-12,Elizabeth Simpson,0.255,0.093,4 leaves,new,600
2019-07-25,Elizabeth Simpson,,5,Fragaria vesca,19-2311-5c-d.jpeg,19-2311-5d,Elizabeth Simpson,2021-02-12,Elizabeth Simpson,0.188,0.086,,new,600
2019-07-25,Elizabeth Simpson,,5,Fragaria vesca,19-2311-5e.jpeg,19-2311-5e,Elizabeth Simpson,2021-02-12,Elizabeth Simpson,0.169,0.042,,new,600
2019-07-25,Elizabeth Simpson,,5,Leucopoa kingii,19-2311-6a.jpeg,19-2311-6a,Elizabeth Simpson,2021-02-23,Elizabeth Simpson,0.457,0,,new,600
2019-07-25,Elizabeth Simpson,,5,Leucopoa kingii,19-2311-6b.jpeg,19-2311-6b,Elizabeth Simpson,2021-02-23,Elizabeth Simpson,0.306,0,,new,600
2019-07-25,Elizabeth Simpson,,5,Leucopoa kingii,19-2311-6c.jpeg,19-2311-6c,Elizabeth Simpson,2021-02-23,Elizabeth Simpson,0.313,0,,new,600
2019-07-25,Elizabeth Simpson,,5,Leucopoa kingii,19-2311-6d.jpeg,19-2311-6d,Elizabeth Simpson,2021-02-23,Elizabeth Simpson,0.53,0,,new,600
2019-07-25,Elizabeth Simpson,,5,Leucopoa kingii,19-2311-6e.jpeg,19-2311-6e,Elizabeth Simpson,2021-02-23,Elizabeth Simpson,0.767,0,,new,600
2019-07-25,Elizabeth Simpson,,10,Antennaria microphylla,19-2311-7a-e.jpeg,19-2311-7a,Elizabeth Simpson,2021-02-12,Elizabeth Simpson,0.029,0,,new,600
2019-07-25,Elizabeth Simpson,,10,Antennaria microphylla,19-2311-7a-e.jpeg,19-2311-7b,Elizabeth Simpson,2021-02-12,Elizabeth Simpson,0.032,0,,new,600
2019-07-25,Elizabeth Simpson,,10,Antennaria microphylla,19-2311-7a-e.jpeg,19-2311-7c,Elizabeth Simpson,2021-02-12,Elizabeth Simpson,0.023,0,,new,600
2019-07-25,Elizabeth Simpson,,10,Antennaria microphylla,19-2311-7a-e.jpeg,19-2311-7d,Elizabeth Simpson,2021-02-12,Elizabeth Simpson,0.024,0,,new,600
2019-07-25,Elizabeth Simpson,,10,Antennaria microphylla,19-2311-7a-e.jpeg,19-2311-7e,Elizabeth Simpson,2021-02-12,Elizabeth Simpson,0.029,0,,new,600
2019-07-25,Elizabeth Simpson,,7,Dracocephalum parviflorum,19-1322-9a-d.jpeg,19-1322-9a,Elizabeth Simpson,2021-02-16,Elizabeth Simpson,0.019,0,,new,600
2019-07-25,Elizabeth Simpson,,7,Dracocephalum parviflorum,19-1322-9a-d.jpeg,19-1322-9b,Elizabeth Simpson,2021-02-16,Elizabeth Simpson,0.024,0,,new,600
2019-07-25,Elizabeth Simpson,,7,Dracocephalum parviflorum,19-1322-9a-d.jpeg,19-1322-9c,Elizabeth Simpson,2021-02-16,Elizabeth Simpson,0.025,0,,new,600
2019-07-25,Elizabeth Simpson,,7,Dracocephalum parviflorum,19-1322-9a-d.jpeg,19-1322-9d,Elizabeth Simpson,2021-02-16,Elizabeth Simpson,0.023,0,,new,600
2019-08-20,Elizabeth Simpson,,5,Sisymbrium altissimum,19-1321-1a.jpeg,19-1321-1a,Elizabeth Simpson,2021-02-16,Elizabeth Simpson,0.202,0,,new,600
