Date_collected,Recorder_1,Recorder_2,N_leaves,Species,Scans,Bag_label,Scanned_by,Date_weighed,Weigher,Leaf_mass_g,Petiole_mass_g,Notes,scanner_used,dpi_ppi
2019-06-26,Elizabeth Simpson,Ian Fraser,5,Erigeron speciosus,19-1111-5d-e.jpeg,19-1111-5d,Elizabeth Simpson,2021-02-22,Elizabeth Simpson,0.148,0,,new,600
2019-06-26,Elizabeth Simpson,Ian Fraser,5,Erigeron speciosus,19-1111-5d-e.jpeg,19-1111-5e,Elizabeth Simpson,2021-02-16,Elizabeth Simpson,0.116,0,,new,600
2019-06-26,Elizabeth Simpson,Ian Fraser,9,Linum lewisii,19-1111-6a-e.jpeg,19-1111-6a,Elizabeth Simpson,2021-02-16,Elizabeth Simpson,0.035,0,,new,600
2019-06-26,Elizabeth Simpson,Ian Fraser,10,Linum lewisii,19-1111-6a-e.jpeg,19-1111-6b,Elizabeth Simpson,2021-02-22,Elizabeth Simpson,0.049,0,,new,600
2019-06-26,Elizabeth Simpson,Ian Fraser,10,Linum lewisii,19-1111-6a-e.jpeg,19-1111-6c,Elizabeth Simpson,2021-02-16,Elizabeth Simpson,0.047,0,,new,600
2019-06-26,Elizabeth Simpson,Ian Fraser,10,Linum lewisii,19-1111-6a-e.jpeg,19-1111-6d,Elizabeth Simpson,2021-02-16,Elizabeth Simpson,0.029,0,,new,600
2019-06-26,Elizabeth Simpson,Ian Fraser,10,Linum lewisii,19-1111-6a-e.jpeg,19-1111-6e,Elizabeth Simpson,2021-02-16,Elizabeth Simpson,0.034,0,,new,600
2019-07-10,Elizabeth Simpson,,10,Nemophila parviflora,D2221-1a-e.jpeg,D2221-1a,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.009,0,,new,600
2019-07-10,Elizabeth Simpson,,7,Nemophila parviflora,D2221-1a-e.jpeg,D2221-1b,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.008,0,,new,600
2019-07-10,Elizabeth Simpson,,10,Nemophila parviflora,D2221-1a-e.jpeg,D2221-1c,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.013,0,,new,600
2019-07-10,Elizabeth Simpson,,10,Nemophila parviflora,D2221-1a-e.jpeg,D2221-1d,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.013,0,,new,600
2019-07-10,Elizabeth Simpson,,10,Nemophila parviflora,D2221-1a-e.jpeg,D2221-1e,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.013,0,,new,600
2019-07-10,Elizabeth Simpson,,5,Agastache urticifolia,D2221-2a-b.jpeg,D2221-2a,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.363,0,petiole attached,new,600
2019-07-10,Elizabeth Simpson,,5,Agastache urticifolia,D2221-2a-b.jpeg,D2221-2b,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.271,0,petiole attached,new,600
2019-07-10,Elizabeth Simpson,,5,Agastache urticifolia,D2221-2c-e.jpeg,D2221-2c,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.302,0,petiole attached,new,600
2019-07-10,Elizabeth Simpson,,5,Agastache urticifolia,D2221-2c-e.jpeg,D2221-2d,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.387,0,petiole attached,new,600
2019-07-10,Elizabeth Simpson,,5,Agastache urticifolia,D2221-2c-e.jpeg,D2221-2e,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.327,0,petiole attached,new,600
2019-07-10,Elizabeth Simpson,,5,Senecio serra,D2221-3a-b.jpeg,D2221-3a,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.401,0,,new,600
2019-07-10,Elizabeth Simpson,,5,Senecio serra,D2221-3a-b.jpeg,D2221-3b,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.395,0,,new,600
2019-07-10,Elizabeth Simpson,,5,Senecio serra,D2221-3c-d.jpeg,D2221-3c,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.448,0,,new,600
2019-07-10,Elizabeth Simpson,,5,Senecio serra,D2221-3c-d.jpeg,D2221-3d,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.355,0,,new,600
2019-07-10,Elizabeth Simpson,,5,Senecio serra,D2221-3e.jpeg,D2221-3e,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.766,0,,new,600
2019-07-10,Elizabeth Simpson,,5,Carex sp.,D2221-4a.jpeg,D2221-4a,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.211,0,,new,600
2019-07-10,Elizabeth Simpson,,5,Carex sp.,D2221-4b.jpeg,D2221-4b,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.206,0,,new,600
2019-07-10,Elizabeth Simpson,,5,Carex sp.,D2221-4c.jpeg,D2221-4c,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.189,0,,new,600
2019-07-10,Elizabeth Simpson,,5,Carex sp.,D2221-4d.jpeg,D2221-4d,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.125,0,,new,600
2019-07-10,Elizabeth Simpson,,5,Carex sp.,D2221-4e.jpeg,D2221-4e,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.152,0,,new,600
2019-07-10,Elizabeth Simpson,,4,Bromus carinatus,D2221-5a-b.jpeg,D2221-5a,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.131,0,,new,600
2019-07-10,Elizabeth Simpson,,5,Bromus carinatus,D2221-5a-b.jpeg,D2221-5b,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.122,0,,new,600
2019-07-10,Elizabeth Simpson,,5,Bromus carinatus,D2221-5c-d.jpeg,D2221-5c,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.149,0,,new,600
2019-07-10,Elizabeth Simpson,,5,Bromus carinatus,D2221-5c-d.jpeg,D2221-5d,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.219,0,,new,600
2019-07-10,Elizabeth Simpson,,5,Bromus carinatus,D2221-5e.jpeg,D2221-5e,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.192,0,,new,600
2019-07-10,Elizabeth Simpson,,5,Myosotis scorpioides,D2221-6a.jpeg,D2221-6a,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.706,0,,new,600
2019-07-10,Elizabeth Simpson,,5,Myosotis scorpioides,D2221-6b.jpeg,D2221-6b,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.915,0,,new,600
2019-07-10,Elizabeth Simpson,,5,Myosotis scorpioides,D2221-6c.jpeg,D2221-6c,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.55,0,,new,600
2019-07-10,Elizabeth Simpson,,5,Myosotis scorpioides,D2221-6d.jpeg,D2221-6d,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.727,0,,new,600
2019-07-10,Elizabeth Simpson,,5,Myosotis scorpioides,D2221-6e.jpeg,D2221-6e,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,1.459,0,,new,600
2019-07-12,Elizabeth Simpson,,5,Comandra umbellata,A1333-1a-e.jpeg,A1333-1a,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.11,0,,new,600
2019-07-12,Elizabeth Simpson,,5,Comandra umbellata,A1333-1a-e.jpeg,A1333-1b,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.076,0,,new,600
2019-07-12,Elizabeth Simpson,,5,Comandra umbellata,A1333-1a-e.jpeg,A1333-1c,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.167,0,,new,600
2019-07-12,Elizabeth Simpson,,5,Comandra umbellata,A1333-1a-e.jpeg,A1333-1d,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.066,0,,new,600
2019-07-12,Elizabeth Simpson,,5,Comandra umbellata,A1333-1a-e.jpeg,A1333-1e,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.093,0,,new,600
2019-07-12,Elizabeth Simpson,,5,Calochortus nuttallii,A1333-2a-e.jpeg,A1333-2a,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.026,0,,new,600
2019-07-12,Elizabeth Simpson,,3,Calochortus nuttallii,A1333-2a-e.jpeg,A1333-2b,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.015,0,,new,600
2019-07-12,Elizabeth Simpson,,3,Calochortus nuttallii,A1333-2a-e.jpeg,A1333-2c,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.012,0,,new,600
2019-07-12,Elizabeth Simpson,,3,Calochortus nuttallii,A1333-2a-e.jpeg,A1333-2d,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.016,0,,new,600
2019-07-12,Elizabeth Simpson,,3,Calochortus nuttallii,A1333-2a-e.jpeg,A1333-2e,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.017,0,,new,600
2019-07-12,Elizabeth Simpson,,5,Ipomopsis aggregata,A2111-1a-e.jpeg,A2111-1a,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.047,0,,new,600
2019-07-12,Elizabeth Simpson,,5,Ipomopsis aggregata,A2111-1a-e.jpeg,A2111-1b,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.056,0,,new,600
2019-07-12,Elizabeth Simpson,,5,Ipomopsis aggregata,A2111-1a-e.jpeg,A2111-1c,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.066,0,,new,600
2019-07-12,Elizabeth Simpson,,5,Ipomopsis aggregata,A2111-1a-e.jpeg,A2111-1d,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.031,0,,new,600
2019-07-12,Elizabeth Simpson,,5,Ipomopsis aggregata,A2111-1a-e.jpeg,A2111-1e,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.043,0,,new,600
2019-07-12,Elizabeth Simpson,,5,Eriogonum umbellatum,A2111-2a-3.jpeg,A2111-2a,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.043,0,,new,600
2019-07-12,Elizabeth Simpson,,5,Eriogonum umbellatum,A2111-2a-3.jpeg,A2111-2b,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.087,0,,new,600
2019-07-12,Elizabeth Simpson,,5,Eriogonum umbellatum,A2111-2a-3.jpeg,A2111-2c,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.063,0,,new,600
2019-07-12,Elizabeth Simpson,,5,Eriogonum umbellatum,A2111-2a-3.jpeg,A2111-2d,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.076,0,,new,600
2019-07-12,Elizabeth Simpson,,5,Eriogonum umbellatum,A2111-2a-3.jpeg,A2111-2e,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.081,0,,new,600
2019-07-12,Elizabeth Simpson,,5,Penstemon cyananthus,A2111-3a-c.jpeg,A2111-3a,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.744,0,,new,600
2019-07-12,Elizabeth Simpson,,5,Penstemon cyananthus,A2111-3a-c.jpeg,A2111-3b,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.299,0,,new,600
2019-07-12,Elizabeth Simpson,,5,Penstemon cyananthus,A2111-3a-c.jpeg,A2111-3c,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.797,0,,new,600
2019-07-15,Elizabeth Simpson,,5,Apocynum androsaemifolium,B1222-1a-c.jpeg,B1222-1a,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.145,0,,new,600
2019-07-15,Elizabeth Simpson,,5,Apocynum androsaemifolium,B1222-1a-c.jpeg,B1222-1b,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.2,0,,new,600
2019-07-15,Elizabeth Simpson,,5,Apocynum androsaemifolium,B1222-1a-c.jpeg,B1222-1c,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.126,0,,new,600
2019-07-15,Elizabeth Simpson,,5,Apocynum androsaemifolium,B1222-1d-e.jpeg,B1222-1d,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.13,0,,new,600
2019-07-15,Elizabeth Simpson,,5,Apocynum androsaemifolium,B1222-1d-e.jpeg,B1222-1e,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.148,0,,new,600
2019-07-15,Elizabeth Simpson,,10,Galium boreale,B1222-2a-e.jpeg,B1222-2a,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.04,0,,new,600
2019-07-15,Elizabeth Simpson,,10,Galium boreale,B1222-2a-e.jpeg,B1222-2b,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.02,0,,new,600
2019-07-15,Elizabeth Simpson,,10,Galium boreale,B1222-2a-e.jpeg,B1222-2c,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.018,0,,new,600
2019-07-15,Elizabeth Simpson,,10,Galium boreale,B1222-2a-e.jpeg,B1222-2d,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.062,0,,new,600
2019-07-15,Elizabeth Simpson,,10,Galium boreale,B1222-2a-e.jpeg,B1222-2e,Elizabeth Simpson,2020-02-22,Elizabeth Simpson,0.026,0,,new,600
2019-07-16,Elizabeth Simpson,,3,Osmorhiza berteroi,19-1331-1a.jpeg,19-1331-1a,Elizabeth Simpson,2021-02-12,Elizabeth Simpson,0.206,0.043,,new,600
2019-07-16,Elizabeth Simpson,,3,Osmorhiza berteroi,19-1331-1b.jpeg,19-1331-1b,Elizabeth Simpson,2021-02-12,Elizabeth Simpson,0.467,0.247,,new,600
2019-07-16,Elizabeth Simpson,,3,Osmorhiza berteroi,19-1331-1c.jpeg,19-1331-1c,Elizabeth Simpson,2021-02-12,Elizabeth Simpson,0.279,0.048,,new,600
2019-07-16,Elizabeth Simpson,,3,Osmorhiza berteroi,19-1331-1d.jpeg,19-1331-1d,Elizabeth Simpson,2021-02-16,Elizabeth Simpson,0.256,0.121,,new,600
2019-07-16,Elizabeth Simpson,,3,Osmorhiza berteroi,19-1331-1e.jpeg,19-1331-1e,Elizabeth Simpson,2021-02-12,Elizabeth Simpson,0.266,0.026,,new,600
2019-07-16,Elizabeth Simpson,,5,Betula occidentalis,19-1331-2a-b.jpeg,19-1331-2a,Elizabeth Simpson,2021-02-12,Elizabeth Simpson,0.338,0,petiole attached,new,600
2019-07-16,Elizabeth Simpson,,5,Betula occidentalis,19-1331-2a-b.jpeg,19-1331-2b,Elizabeth Simpson,2021-02-12,Elizabeth Simpson,0.393,0,petiole attached,new,600
2019-07-16,Elizabeth Simpson,,5,Betula occidentalis,19-1331-2c-d.jpeg,19-1331-2c,Elizabeth Simpson,2021-02-12,Elizabeth Simpson,0.376,0,petiole attached,new,600
2019-07-16,Elizabeth Simpson,,5,Betula occidentalis,19-1331-2c-d.jpeg,19-1331-2d,Elizabeth Simpson,2021-02-12,Elizabeth Simpson,0.407,0,petiole attached,new,600
2019-07-16,Elizabeth Simpson,,5,Cornus sericea,19-1331-3a.jpg,19-1331-3a,Elizabeth Simpson,2021-02-12,Elizabeth Simpson,0.601,0,petiole attached,new,600
2019-07-16,Elizabeth Simpson,,5,Cornus sericea,19-1331-3b.jpg,19-1331-3b,Elizabeth Simpson,2021-02-12,Elizabeth Simpson,0.832,0,petiole attached,new,600
2019-07-16,Elizabeth Simpson,,5,Cornus sericea,19-1331-3c.jpg,19-1331-3c,Elizabeth Simpson,2021-02-12,Elizabeth Simpson,1.118,0,petiole attached,new,600
2019-07-16,Elizabeth Simpson,,5,Cornus sericea,19-1331-3d.jpg,19-1331-3d,Elizabeth Simpson,2021-02-12,Elizabeth Simpson,1.009,0,petiole attached,new,600
2019-07-16,Elizabeth Simpson,,5,Cornus sericea,19-1331-3e.jpg,19-1331-3e,Elizabeth Simpson,2021-02-16,Elizabeth Simpson,0.558,0,,new,600
2019-07-16,Elizabeth Simpson,,5,Equisetum arvense,19-1331-4a-b.jpeg,19-1331-4a,Elizabeth Simpson,2021-02-12,Elizabeth Simpson,0.049,0,,new,600
2019-07-16,Elizabeth Simpson,,5,Equisetum arvense,19-1331-4a-b.jpeg,19-1331-4b,Elizabeth Simpson,2021-02-12,Elizabeth Simpson,0.088,0,,new,600
2019-07-16,Elizabeth Simpson,,5,Equisetum arvense,19-1331-4c-e.jpeg,19-1331-4c,Elizabeth Simpson,2021-02-12,Elizabeth Simpson,0.068,0,,new,600
2019-07-16,Elizabeth Simpson,,5,Equisetum arvense,19-1331-4c-e.jpeg,19-1331-4d,Elizabeth Simpson,2021-02-12,Elizabeth Simpson,0.071,0,,new,600
2019-07-16,Elizabeth Simpson,,5,Equisetum arvense,19-1331-4c-e.jpeg,19-1331-4e,Elizabeth Simpson,2021-02-12,Elizabeth Simpson,0.037,0,,new,600
2019-07-16,Elizabeth Simpson,,5,Salix exigua,19-1331-5a-b.jpeg,19-1331-5a,Elizabeth Simpson,2021-02-12,Elizabeth Simpson,0.402,0,,new,600
2019-07-16,Elizabeth Simpson,,5,Salix exigua,19-1331-5a-b.jpeg,19-1331-5b,Elizabeth Simpson,2021-02-12,Elizabeth Simpson,0.567,0,,new,600
2019-07-16,Elizabeth Simpson,,5,Salix exigua,19-1331-5c-d.jpeg,19-1331-5c,Elizabeth Simpson,2021-02-12,Elizabeth Simpson,0.546,0,,new,600
2019-07-16,Elizabeth Simpson,,5,Salix exigua,19-1331-5c-d.jpeg,19-1331-5d,Elizabeth Simpson,2021-02-12,Elizabeth Simpson,0.817,0,,new,600
2019-07-16,Elizabeth Simpson,,3,Geum macrophyllum,19-1331-6a.jpeg,19-1331-6a,Elizabeth Simpson,2021-02-23,Elizabeth Simpson,0.711,0,,new,600
2019-07-16,Elizabeth Simpson,,3,Geum macrophyllum,19-1331-6b.jpeg,19-1331-6b,Elizabeth Simpson,2021-02-23,Elizabeth Simpson,0.723,0.22,,new,600
2019-07-16,Elizabeth Simpson,,3,Geum macrophyllum,19-1331-6c.jpeg,19-1331-6c,Elizabeth Simpson,2021-02-23,Elizabeth Simpson,0.615,0.034,,new,600
2019-07-16,Elizabeth Simpson,,3,Geum macrophyllum,19-1331-6d.jpeg,19-1331-6d,Elizabeth Simpson,2021-02-23,Elizabeth Simpson,0.747,0.027,,new,600
2019-07-16,Elizabeth Simpson,,3,Geum macrophyllum,19-1331-6e.jpeg,19-1331-6e,Elizabeth Simpson,2021-02-23,Elizabeth Simpson,0.477,0.157,,new,600
2019-07-16,Elizabeth Simpson,,3,Poa pratensis,19-1331-7a-e.jpeg,19-1331-7a,Elizabeth Simpson,2021-02-12,Elizabeth Simpson,0.042,0,,new,600
2019-07-16,Elizabeth Simpson,,3,Poa pratensis,19-1331-7a-e.jpeg,19-1331-7b,Elizabeth Simpson,2021-02-12,Elizabeth Simpson,0.007,0,,new,600
2019-07-16,Elizabeth Simpson,,5,Poa pratensis,19-1331-7a-e.jpeg,19-1331-7c,Elizabeth Simpson,2021-02-12,Elizabeth Simpson,0.066,0,,new,600
2019-07-16,Elizabeth Simpson,,5,Poa pratensis,19-1331-7a-e.jpeg,19-1331-7d,Elizabeth Simpson,2021-02-12,Elizabeth Simpson,0.047,0,,new,600
2019-07-16,Elizabeth Simpson,,5,Poa pratensis,19-1331-7a-e.jpeg,19-1331-7e,Elizabeth Simpson,2021-02-12,Elizabeth Simpson,0.091,0,,new,600
2019-07-16,Elizabeth Simpson,,3,Geranium richardsonii,19-1331-10a.jpeg,19-1331-10a,Elizabeth Simpson,2021-02-23,Elizabeth Simpson,0.601,0.138,,new,600
2019-07-16,Elizabeth Simpson,,3,Geranium richardsonii,19-1331-10b.jpeg,19-1331-10b,Elizabeth Simpson,2021-02-23,Elizabeth Simpson,0.673,0.105,,new,600
2019-07-16,Elizabeth Simpson,,3,Geranium richardsonii,19-1331-10c.jpeg,19-1331-10c,Elizabeth Simpson,2021-02-23,Elizabeth Simpson,0.548,0.07,,new,600
2019-07-16,Elizabeth Simpson,,3,Geranium richardsonii,19-1331-10d.jpeg ,19-1331-10d,Elizabeth Simpson,2021-02-23,Elizabeth Simpson,0.925,0.295,,new,600
2019-07-16,Elizabeth Simpson,,3,Geranium richardsonii,19-1331-10e.jpeg ,19-1331-10e,Elizabeth Simpson,2021-02-23,Elizabeth Simpson,0.629,0.132,,new,600
2019-07-18,Elizabeth Simpson,,5,Juniperus osteosperma,19-1123-4a.jpeg,19-1123-4a,Elizabeth Simpson,2021-02-16,Elizabeth Simpson,1.437,0,,new,600
2019-07-18,Elizabeth Simpson,,5,Juniperus osteosperma,19-1123-4b.jpeg,19-1123-4b,Elizabeth Simpson,2021-02-16,Elizabeth Simpson,1.693,0,,new,600
2019-07-18,Elizabeth Simpson,,5,Juniperus osteosperma,19-1123-4c.jpeg,19-1123-4c,Elizabeth Simpson,2021-02-16,Elizabeth Simpson,0.854,0,,new,600
2019-07-18,Elizabeth Simpson,,5,Juniperus osteosperma,19-1123-4d.jpeg,19-1123-4d,Elizabeth Simpson,2021-02-16,Elizabeth Simpson,1.436,0,,new,600
2019-07-23,Elizabeth Simpson,,10,Astragalus convallarius,19-3311-3a-e.jpeg,19-3311-3a,Elizabeth Simpson,2021-02-19,Elizabeth Simpson,0.062,0,,new,600
2019-07-23,Elizabeth Simpson,,10,Astragalus convallarius,19-3311-3a-e.jpeg,19-3311-3b,Elizabeth Simpson,2021-02-19,Elizabeth Simpson,0.053,0,,new,600
2019-07-23,Elizabeth Simpson,,10,Astragalus convallarius,19-3311-3a-e.jpeg,19-3311-3c,Elizabeth Simpson,2021-02-19,Elizabeth Simpson,0.089,0,,new,600
2019-07-23,Elizabeth Simpson,,10,Astragalus convallarius,19-3311-3a-e.jpeg,19-3311-3d,Elizabeth Simpson,2021-02-19,Elizabeth Simpson,0.076,0,,new,600
2019-07-23,Elizabeth Simpson,,10,Astragalus convallarius,19-3311-3a-e.jpeg,19-3311-3e,Elizabeth Simpson,2021-02-19,Elizabeth Simpson,0.056,0,,new,600
2019-07-23,Elizabeth Simpson,,7,Eucephalus elegans,19-3311-4a-e.jpeg,19-3311-4a,Elizabeth Simpson,2021-02-19,Elizabeth Simpson,0.054,0,,new,600
2019-07-23,Elizabeth Simpson,,7,Eucephalus elegans,19-3311-4a-e.jpeg,19-3311-4b,Elizabeth Simpson,2021-02-19,Elizabeth Simpson,0.117,0,,new,600
2019-07-23,Elizabeth Simpson,,7,Eucephalus elegans,19-3311-4a-e.jpeg,19-3311-4c,Elizabeth Simpson,2021-02-19,Elizabeth Simpson,0.08,0,,new,600
2019-07-23,Elizabeth Simpson,,7,Eucephalus elegans,19-3311-4a-e.jpeg,19-3311-4d,Elizabeth Simpson,2021-02-19,Elizabeth Simpson,0.097,0,,new,600
2019-07-23,Elizabeth Simpson,,7,Eucephalus elegans,19-3311-4a-e.jpeg,19-3311-4e,Elizabeth Simpson,2021-02-19,Elizabeth Simpson,0.118,0,,new,600
2019-07-23,Elizabeth Simpson,,5,Petradoria pumila,19-3313-1a-c.jpeg,19-3313-1a,Elizabeth Simpson,2021-02-19,Elizabeth Simpson,0.118,0,,new,600
2019-07-23,Elizabeth Simpson,,5,Petradoria pumila,19-3313-1a-c.jpeg,19-3313-1b,Elizabeth Simpson,2021-02-19,Elizabeth Simpson,0.238,0,,new,600
2019-07-23,Elizabeth Simpson,,5,Petradoria pumila,19-3313-1a-c.jpeg,19-3313-1c,Elizabeth Simpson,2021-02-19,Elizabeth Simpson,0.208,0,,new,600
2019-07-23,Elizabeth Simpson,,5,Petradoria pumila,19-3313-1d-e.jpeg,19-3313-1d,Elizabeth Simpson,2021-02-19,Elizabeth Simpson,0.191,0,,new,600
2019-07-23,Elizabeth Simpson,,5,Petradoria pumila,19-3313-1d-e.jpeg,19-3313-1e,Elizabeth Simpson,2021-02-19,Elizabeth Simpson,0.202,0,,new,600
2019-07-23,Elizabeth Simpson,,3,Frasera speciosa,19-3323-1aA.jpeg_19-3323-1aB.jpeg,19-3323-1a,Elizabeth Simpson,2021-02-23,Elizabeth Simpson,4.015,0,,new,600
2019-07-23,Elizabeth Simpson,,3,Frasera speciosa,19-3323-1bA.jpeg_19-3323-1bB.jpeg_19-3323-1bC.jpeg,19-3323-1b,Elizabeth Simpson,2021-02-23,Elizabeth Simpson,5.87,0,,new,600
2019-07-23,Elizabeth Simpson,,1,Frasera speciosa,19-3323-1c.jpeg,19-3323-1c,Elizabeth Simpson,2021-02-23,Elizabeth Simpson,1.968,0,,new,600
2019-07-23,Elizabeth Simpson,,3,Frasera speciosa,19-3323-1d.jpeg,19-3323-1d,Elizabeth Simpson,2021-02-23,Elizabeth Simpson,0.714,0,,new,600
2019-07-23,Elizabeth Simpson,,1,Frasera speciosa,19-3323-1e.jpeg,19-3323-1e,Elizabeth Simpson,2021-02-23,Elizabeth Simpson,1.168,0,,new,600
2019-07-23,Elizabeth Simpson,,7,Epilobium brachycarpum,19-3313-2a-e.jpeg,19-3313-2a,Elizabeth Simpson,2021-02-19,Elizabeth Simpson,0.023,0,,new,600
2019-07-23,Elizabeth Simpson,,10,Epilobium brachycarpum,19-3313-2a-e.jpeg,19-3313-2b,Elizabeth Simpson,2021-02-19,Elizabeth Simpson,0.044,0,,new,600
2019-07-23,Elizabeth Simpson,,10,Epilobium brachycarpum,19-3313-2a-e.jpeg,19-3313-2c,Elizabeth Simpson,2021-02-19,Elizabeth Simpson,0.036,0,,new,600
2019-07-23,Elizabeth Simpson,,10,Epilobium brachycarpum,19-3313-2a-e.jpeg,19-3313-2d,Elizabeth Simpson,2021-02-19,Elizabeth Simpson,0.048,0,,new,600
2019-07-23,Elizabeth Simpson,,6,Epilobium brachycarpum,19-3313-2a-e.jpeg,19-3313-2e,Elizabeth Simpson,2021-02-19,Elizabeth Simpson,0.025,0,,new,600
2019-07-23,Elizabeth Simpson,,5,Elymus smithii,19-3232-1a-c.jpeg,19-3232-1a,Elizabeth Simpson,2021-02-19,Elizabeth Simpson,0.075,0,,new,600
2019-07-23,Elizabeth Simpson,,5,Elymus smithii,19-3232-1a-c.jpeg,19-3232-1b,Elizabeth Simpson,2021-02-19,Elizabeth Simpson,0.103,0,,new,600
2019-07-23,Elizabeth Simpson,,5,Elymus smithii,19-3232-1a-c.jpeg,19-3232-1c,Elizabeth Simpson,2021-02-19,Elizabeth Simpson,0.051,0,,new,600
2019-07-23,Elizabeth Simpson,,5,Elymus smithii,19-3232-1d-e.jpeg,19-3232-1d,Elizabeth Simpson,2021-02-19,Elizabeth Simpson,0.09,0,,new,600
2019-07-23,Elizabeth Simpson,,5,Elymus smithii,19-3232-1d-e.jpeg,19-3232-1e,Elizabeth Simpson,2021-02-19,Elizabeth Simpson,0.123,0,,new,600
2019-07-23,Elizabeth Simpson,,5,Eucephalus engelmannii,19-3221-1a-b.jpeg,19-3221-1a,Elizabeth Simpson,2021-02-19,Elizabeth Simpson,0.362,0,,new,600
2019-07-23,Elizabeth Simpson,,5,Eucephalus engelmannii,19-3221-1a-b.jpeg,19-3221-1b,Elizabeth Simpson,2021-02-19,Elizabeth Simpson,0.445,0,,new,600
2019-07-23,Elizabeth Simpson,,5,Eucephalus engelmannii,19-3221-1c.jpeg,19-3221-1c,Elizabeth Simpson,2021-02-19,Elizabeth Simpson,0.531,0,,new,600
2019-07-23,Elizabeth Simpson,,5,Eucephalus engelmannii,19-3221-1d.jpeg,19-3221-1d,Elizabeth Simpson,2021-02-19,Elizabeth Simpson,0.437,0,,new,600
2019-07-23,Elizabeth Simpson,,5,Eucephalus engelmannii,19-3221-1e.jpeg,19-3221-1e,Elizabeth Simpson,2021-02-19,Elizabeth Simpson,0.778,0,,new,600
2019-07-23,Elizabeth Simpson,,5,Populus tremuloides,19-3221-2a-c.jpeg,19-3221-2a,Elizabeth Simpson,2021-02-19,Elizabeth Simpson,0.611,0.062,,new,600
