Date_collected,Collector_1,Collector_2,N_leaves,Species,Bag_label,Date_weighed,Weigher,Leaf_mass_g,Petiole_mass_g,Notes,Scans,Bag_label
2018-06-19,Elizabeth Simpson,,5,Elymus lanceolatus,1233-8a,2018-11-09,Hillary Woolf,0.105,0,,1233-8a-b.jpeg,1233-8a
2018-06-19,Elizabeth Simpson,,5,Elymus lanceolatus,1233-8b,2018-11-09,Hillary Woolf,0.111,0,,1233-8a-b.jpeg,1233-8b
2018-06-19,Elizabeth Simpson,,5,Elymus lanceolatus,1233-8c,2018-11-09,Hillary Woolf,0.153,0,,1233-8c-e.jpeg,1233-8c
2018-06-19,Elizabeth Simpson,,5,Elymus lanceolatus,1233-8d,2018-11-09,Hillary Woolf,0.16,0,,1233-8c-e.jpeg,1233-8d
2018-06-19,Elizabeth Simpson,,5,Elymus lanceolatus,1233-8e,2018-11-09,Hillary Woolf,0.121,0,,1233-8c-e.jpeg,1233-8e
2018-06-20,Elizabeth Simpson,,5,Purshia tridentata,1211-1a-L5,2018-11-09,Hillary Woolf,0.04,0,,1211-1a-e_10leaves.jpeg,1211-1a-L5
2018-06-20,Elizabeth Simpson,,5,Purshia tridentata,1211-1a-R5,2018-11-09,Hillary Woolf,0.044,0,,1211-1a-e_10leaves.jpeg,1211-1a-R5
2018-06-20,Elizabeth Simpson,,5,Purshia tridentata,1211-1b-L5,2018-11-09,Hillary Woolf,0.052,0,,1211-1a-e_10leaves.jpeg,1211-1b-L5
2018-06-20,Elizabeth Simpson,,5,Purshia tridentata,1211-1b-R5,2018-11-09,Hillary Woolf,0.057,0,,1211-1a-e_10leaves.jpeg,1211-1b-R5
2018-06-20,Elizabeth Simpson,,5,Purshia tridentata,1211-1c-L5,2018-11-09,Hillary Woolf,0.044,0,,1211-1a-e_10leaves.jpeg,1211-1c-L5
2018-06-20,Elizabeth Simpson,,5,Purshia tridentata,1211-1c-R5,2018-11-09,Hillary Woolf,0.059,0,,1211-1a-e_10leaves.jpeg,1211-1c-R5
2018-06-20,Elizabeth Simpson,,5,Purshia tridentata,1211-1d-L5,2018-11-09,Hillary Woolf,0.051,0,,1211-1a-e_10leaves.jpeg,1211-1d-L5
2018-06-20,Elizabeth Simpson,,5,Purshia tridentata,1211-1d-R5,2018-11-09,Hillary Woolf,0.065,0,,1211-1a-e_10leaves.jpeg,1211-1d-R5
2018-06-20,Elizabeth Simpson,,5,Purshia tridentata,1211-1e-L5,2018-11-09,Hillary Woolf,0.04,0,,1211-1a-e_10leaves.jpeg,1211-1e-L5
2018-06-20,Elizabeth Simpson,,5,Purshia tridentata,1211-1e-R5,2018-11-09,Hillary Woolf,0.038,0,,1211-1a-e_10leaves.jpeg,1211-1e-R5
2018-06-20,Elizabeth Simpson,,5,Tragopogon dubius,1211-2a,2018-11-09,Hillary Woolf,0.247,0,,1211-2a-b.jpeg,1211-2a
2018-06-20,Elizabeth Simpson,,5,Tragopogon dubius,1211-2b,2018-11-09,Hillary Woolf,0.276,0,,1211-2a-b.jpeg,1211-2b
2018-06-20,Elizabeth Simpson,,5,Tragopogon dubius,1211-2c,2018-11-09,Hillary Woolf,0.28,0,,1211-2c-e.jpeg,1211-2c
2018-06-20,Elizabeth Simpson,,5,Tragopogon dubius,1211-2d,2018-11-09,Hillary Woolf,0.236,0,,1211-2c-e.jpeg,1211-2d
2018-06-20,Elizabeth Simpson,,5,Tragopogon dubius,1211-2e,2018-11-09,Hillary Woolf,0.235,0,,1211-2c-e.jpeg,1211-2e
2018-06-20,Elizabeth Simpson,,5,Pseudoroegneria spicata,1211-7a,2018-11-09,Hillary Woolf,0.165,0,,1211-7a-c.jpeg,1211-7a
2018-06-20,Elizabeth Simpson,,5,Pseudoroegneria spicata,1211-7b,2018-11-09,Hillary Woolf,0.187,0,,1211-7a-c.jpeg,1211-7b
2018-06-20,Elizabeth Simpson,,5,Pseudoroegneria spicata,1211-7c,2018-11-09,Hillary Woolf,0.189,0,,1211-7a-c.jpeg,1211-7c
2018-06-20,Elizabeth Simpson,,5,Pseudoroegneria spicata,1211-7d,2018-11-09,Hillary Woolf,0.158,0,,1211-7d-e.jpeg,1211-7d
2018-06-20,Elizabeth Simpson,,5,Pseudoroegneria spicata,1211-7e,2018-11-09,Hillary Woolf,0.142,0,,1211-7d-e.jpeg,1211-7e
2018-06-20,Elizabeth Simpson,,5,Lactuca serriola,1211-8a,2018-11-09,Hillary Woolf,0.318,0,,1211-8a-c.jpeg,1211-8a
2018-06-20,Elizabeth Simpson,,5,Lactuca serriola,1211-8b,2018-11-09,Hillary Woolf,0.18,0,,1211-8a-c.jpeg,1211-8b
2018-06-20,Elizabeth Simpson,,5,Lactuca serriola,1211-8c,2018-11-09,Hillary Woolf,0.258,0,,1211-8a-c.jpeg,1211-8c
2018-06-20,Elizabeth Simpson,,5,Lactuca serriola,1211-8d,2018-11-09,Hillary Woolf,0.475,0,,1211-8e-d.jpeg,1211-8d
2018-06-20,Elizabeth Simpson,,5,Lactuca serriola,1211-8e,2018-11-09,Hillary Woolf,0.425,0,,1211-8e-d.jpeg,1211-8e
2018-06-20,Elizabeth Simpson,,5,Lithospermum ruderale,1211-9a,2018-11-09,Hillary Woolf,0.187,0,,1211-9a-e.jpeg,1211-9a
2018-06-20,Elizabeth Simpson,,5,Lithospermum ruderale,1211-9b,2018-11-09,Hillary Woolf,0.176,0,,1211-9a-e.jpeg,1211-9b
2018-06-20,Elizabeth Simpson,,5,Lithospermum ruderale,1211-9c,2018-11-09,Hillary Woolf,0.151,0,,1211-9a-e.jpeg,1211-9c
2018-06-20,Elizabeth Simpson,,5,Lithospermum ruderale,1211-9d,2018-11-09,Hillary Woolf,0.149,0,,1211-9a-e.jpeg,1211-9d
2018-06-20,Elizabeth Simpson,,5,Lithospermum ruderale,1211-9e,2018-11-09,Hillary Woolf,0.168,0,,1211-9a-e.jpeg,1211-9e
2018-06-22,Elizabeth Simpson,,5,Crepis acuminata,2111-3a,2018-11-12,Hillary Woolf,0.776,0.078,,2111-3a.jpeg_2111-3a-pet.jpeg,2111-3a
2018-06-22,Elizabeth Simpson,,5,Crepis acuminata,2111-3b,2018-11-12,Hillary Woolf,1.214,0,,2111-3bA.jpeg_2111-3bB.jpeg,2111-3b
2018-06-22,Elizabeth Simpson,,5,Crepis acuminata,2111-3c,2018-11-12,Hillary Woolf,1.282,0.116,,2111-3cA.jpeg_2111-3cB.jpeg,2111-3c
2018-06-22,Elizabeth Simpson,,5,Crepis acuminata,2111-3d,2018-11-12,Hillary Woolf,0.974,0.15,,2111-3dA.jpeg_2111-3dB.jpeg,2111-3d
2018-06-22,Elizabeth Simpson,,5,Crepis acuminata,2111-3e,2018-11-12,Hillary Woolf,1.296,0.07,,2111-3eA.jpeg_2111-3eB.jpeg,2111-3e
2018-06-22,Elizabeth Simpson,,5,Tragopogon dubius,2111-6a,2018-11-12,Hillary Woolf,0.233,0,,2111-6a-b.jpeg,2111-6a
2018-06-22,Elizabeth Simpson,,5,Tragopogon dubius,2111-6b,2018-11-12,Hillary Woolf,0.248,0,,2111-6a-b.jpeg,2111-6b
2018-06-22,Elizabeth Simpson,,5,Tragopogon dubius,2111-6c,2018-11-12,Hillary Woolf,0.231,0,,2111-6c-d.jpeg,2111-6c
2018-06-22,Elizabeth Simpson,,5,Tragopogon dubius,2111-6d,2018-11-12,Hillary Woolf,0.095,0,,2111-6c-d.jpeg,2111-6d
2018-06-22,Elizabeth Simpson,,5,Tragopogon dubius,2111-6e,2018-11-12,Hillary Woolf,0.221,0,,2111-6e.jpeg,2111-6e
2018-06-22,Elizabeth Simpson,,5,Symphoricarpos oreophilus,2111-7a-L5,2018-11-12,Hillary Woolf,0.065,0,,2111-7a-e10.jpeg,2111-7a-L5
2018-06-22,Elizabeth Simpson,,5,Symphoricarpos oreophilus,2111-7a-R5,2018-11-12,Hillary Woolf,0.063,0,,2111-7a-e10.jpeg,2111-7a-R5
2018-06-22,Elizabeth Simpson,,5,Symphoricarpos oreophilus,2111-7b-L5,2018-11-12,Hillary Woolf,0.1,0,,2111-7a-e10.jpeg,2111-7b-L5
2018-06-22,Elizabeth Simpson,,5,Symphoricarpos oreophilus,2111-7b-R5,2018-11-12,Hillary Woolf,0.118,0,,2111-7a-e10.jpeg,2111-7b-R5
2018-06-22,Elizabeth Simpson,,5,Symphoricarpos oreophilus,2111-7c-L5,2018-11-12,Hillary Woolf,0.078,0,,2111-7a-e10.jpeg,2111-7c-L5
2018-06-22,Elizabeth Simpson,,5,Symphoricarpos oreophilus,2111-7c-R5,2018-11-12,Hillary Woolf,0.095,0,,2111-7a-e10.jpeg,2111-7c-R5
2018-06-22,Elizabeth Simpson,,5,Symphoricarpos oreophilus,2111-7d-L5,2018-11-12,Hillary Woolf,0.052,0,,2111-7a-e10.jpeg,2111-7d-L5
2018-06-22,Elizabeth Simpson,,5,Symphoricarpos oreophilus,2111-7d-R5,2018-11-12,Hillary Woolf,0.072,0,,2111-7a-e10.jpeg,2111-7d-R5
2018-06-22,Elizabeth Simpson,,5,Symphoricarpos oreophilus,2111-7e-L5,2018-11-12,Hillary Woolf,0.63,0,,2111-7a-e10.jpeg,2111-7e-L5
2018-06-22,Elizabeth Simpson,,5,Symphoricarpos oreophilus,2111-7e-R5,2018-11-12,Hillary Woolf,0.066,0,,2111-7a-e10.jpeg,2111-7e-R5
2018-06-22,Elizabeth Simpson,,5,Acer grandidentatum,2111-10a,2018-11-12,Hillary Woolf,1.56,0.163,,2111-10a.jpeg,2111-10a
2018-06-22,Elizabeth Simpson,,5,Acer grandidentatum,2111-10b,2018-11-12,Hillary Woolf,1.402,0.143,,2111-10b.jpeg,2111-10b
2018-06-22,Elizabeth Simpson,,5,Acer grandidentatum,2111-10c,2018-11-12,Hillary Woolf,1.167,0.131,,2111-10c.jpeg,2111-10c
2018-06-22,Elizabeth Simpson,,5,Acer grandidentatum,2111-10d,2018-11-12,Hillary Woolf,1.216,0.105,,2111-10d.jpeg,2111-10d
2018-06-22,Elizabeth Simpson,,5,Acer grandidentatum,2111-10e,2018-11-12,Hillary Woolf,1.345,0.11,,2111-10e.jpeg,2111-10e
2018-06-22,Elizabeth Simpson,,5,Prunus virginiana,2111-11a,2018-11-12,Hillary Woolf,1.073,0.062,,2111-11a-b.jpeg,2111-11a
2018-06-22,Elizabeth Simpson,,5,Prunus virginiana,2111-11b,2018-11-12,Hillary Woolf,1.399,0.089,,2111-11a-b.jpeg,2111-11b
2018-06-22,Elizabeth Simpson,,5,Prunus virginiana,2111-11c,2018-11-12,Hillary Woolf,0.844,0.051,,2111-11c-d.jpeg,2111-11c
2018-06-22,Elizabeth Simpson,,5,Prunus virginiana,2111-11d,2018-11-12,Hillary Woolf,1.15,0.057,,2111-11c-d.jpeg,2111-11d
2018-06-22,Elizabeth Simpson,,5,Prunus virginiana,2111-11e,2018-11-12,Hillary Woolf,0.845,0.051,,2111-11e.jpeg,2111-11e
2018-06-22,Elizabeth Simpson,,5,Tragopogon dubius,2122-1a,2018-11-09,Hillary Woolf,0.208,0,,2122-1a-c.jpeg,2122-1a
2018-06-22,Elizabeth Simpson,,5,Tragopogon dubius,2122-1b,2018-11-09,Hillary Woolf,0.163,0,,2122-1a-c.jpeg,2122-1b
2018-06-22,Elizabeth Simpson,,5,Tragopogon dubius,2122-1c,2018-11-09,Hillary Woolf,0.133,0,,2122-1a-c.jpeg,2122-1c
2018-06-22,Elizabeth Simpson,,5,Tragopogon dubius,2122-1d,2018-11-09,Hillary Woolf,0.197,0,,2122-1d-e.jpeg,2122-1d
2018-06-22,Elizabeth Simpson,,5,Tragopogon dubius,2122-1e,2018-11-09,Hillary Woolf,0.242,0,,2122-1d-e.jpeg,2122-1e
2018-06-22,Elizabeth Simpson,,5,Elymus lanceolatus,2122-5a,2018-11-09,Hillary Woolf,0.156,0,,2122-5a-e.jpeg,2122-5a
2018-06-22,Elizabeth Simpson,,5,Elymus lanceolatus,2122-5b,2018-11-09,Hillary Woolf,0.119,0,,2122-5a-e.jpeg,2122-5b
2018-06-22,Elizabeth Simpson,,5,Elymus lanceolatus,2122-5c,2018-11-09,Hillary Woolf,0.139,0,,2122-5a-e.jpeg,2122-5c
2018-06-22,Elizabeth Simpson,,5,Elymus lanceolatus,2122-5d,2018-11-09,Hillary Woolf,0.159,0,,2122-5a-e.jpeg,2122-5d
2018-06-22,Elizabeth Simpson,,5,Elymus lanceolatus,2122-5e,2018-11-09,Hillary Woolf,0.116,0,,2122-5a-e.jpeg,2122-5e
2018-06-22,Elizabeth Simpson,,5,Lactuca serriola,2122-7a,2018-11-09,Hillary Woolf,0.091,0,,2122-7a-e.jpeg,2122-7a
2018-06-22,Elizabeth Simpson,,5,Lactuca serriola,2122-7b,2018-11-09,Hillary Woolf,0.121,0,,2122-7a-e.jpeg,2122-7b
2018-06-22,Elizabeth Simpson,,5,Lactuca serriola,2122-7c,2018-11-09,Hillary Woolf,0.372,0,,2122-7a-e.jpeg,2122-7c
2018-06-22,Elizabeth Simpson,,5,Lactuca serriola,2122-7d,2018-11-09,Hillary Woolf,0.123,0,,2122-7a-e.jpeg,2122-7d
2018-06-22,Elizabeth Simpson,,5,Lactuca serriola,2122-7e,2018-11-09,Hillary Woolf,0.096,0,,2122-7a-e.jpeg,2122-7e
2018-06-22,Elizabeth Simpson,,5,Crepis acuminata,2122-8a,2018-11-09,Hillary Woolf,1.089,0.327,,2122-8a.jpeg,2122-8a
2018-06-22,Elizabeth Simpson,,5,Crepis acuminata,2122-8b,2018-11-09,Hillary Woolf,1.204,0.337,,2122-8b.jpeg,2122-8b
2018-06-22,Elizabeth Simpson,,5,Crepis acuminata,2122-8c,2018-11-09,Hillary Woolf,1.676,0.26,,2122-8cA.jpeg_2122-8cB.jpeg,2122-8c
2018-06-22,Elizabeth Simpson,,5,Crepis acuminata,2122-8d,2018-11-09,Hillary Woolf,1.21,0.232,,2122-8d.jpeg,2122-8d
2018-06-22,Elizabeth Simpson,,5,Crepis acuminata,2122-8e,2018-11-09,Hillary Woolf,1.968,0.292,,2122-8eA.jpeg_2122-8eB.jpeg,2122-8e
2018-06-22,Elizabeth Simpson,,5,Helianthella uniflora,2122-9a,2018-11-09,Hillary Woolf,0.48,0,,2122-9a-c.jpeg,2122-9a
2018-06-22,Elizabeth Simpson,,5,Helianthella uniflora,2122-9b,2018-11-09,Hillary Woolf,0.431,0,,2122-9a-c.jpeg,2122-9b
2018-06-22,Elizabeth Simpson,,5,Helianthella uniflora,2122-9c,2018-11-09,Hillary Woolf,0.296,0,,2122-9a-c.jpeg,2122-9c
2018-06-22,Elizabeth Simpson,,5,Helianthella uniflora,2122-9d,2018-11-09,Hillary Woolf,0.538,0,,2122-9d-e.jpeg,2122-9d
2018-06-22,Elizabeth Simpson,,5,Helianthella uniflora,2122-9e,2018-11-09,Hillary Woolf,0.821,0,,2122-9d-e.jpeg,2122-9e
2018-06-25,Elizabeth Simpson,,5,Leymus cinereus,1322-1a,2018-10-22,Hillary Woolf,1.351,0,,1322-1a.jpeg,1322-1a
2018-06-25,Elizabeth Simpson,,5,Leymus cinereus,1322-1b,2018-10-22,Hillary Woolf,0.766,0,,1322-1b.jpeg,1322-1b
2018-06-25,Elizabeth Simpson,,5,Leymus cinereus,1322-1c,2018-10-22,Hillary Woolf,1.01,0,,1322-1c.jpeg,1322-1c
2018-06-25,Elizabeth Simpson,,5,Leymus cinereus,1322-1d,2018-10-22,Hillary Woolf,0.913,0,,1322-1d.jpeg,1322-1d
2018-06-25,Elizabeth Simpson,,5,Rosa woodsii,1322-2a,2018-10-29,Hillary Woolf,0.744,0.119,,1322-2a.jpeg,1322-2a
2018-06-25,Elizabeth Simpson,,5,Rosa woodsii,1322-2b,2018-10-29,Hillary Woolf,0.63,0.099,,1322-2b.jpeg,1322-2b
2018-06-25,Elizabeth Simpson,,5,Rosa woodsii,1322-2c,2018-10-29,Hillary Woolf,0.77,0.146,,1322-2c.jpeg,1322-2c
2018-06-25,Elizabeth Simpson,,5,Rosa woodsii,1322-2d,2018-10-29,Hillary Woolf,0.703,0.116,,1322-2d.jpeg,1322-2d
2018-06-25,Elizabeth Simpson,,5,Rosa woodsii,1322-2e,2018-10-29,Hillary Woolf,0.419,0.061,,1322-2e.jpeg,1322-2e
2018-06-25,Elizabeth Simpson,,5,Arctium minus,1322-3a-A,2018-10-22,Hillary Woolf,2.409,0,i1 – 6 bags,1322-3aA-1.jpeg_1322-3aA-2.jpeg,1322-3a-A
2018-06-25,Elizabeth Simpson,,5,Arctium minus,1322-3a-B,2018-10-22,Hillary Woolf,1.491,0,i1 – 6 bags,1322-3aB.jpeg,1322-3a-B
2018-06-25,Elizabeth Simpson,,5,Arctium minus,1322-3a-C,2018-10-22,Hillary Woolf,3.881,0,i1 – 6 bags,1322-3aC-1.jpeg_1322-3aC-2.jpeg_1322-3aC-3.jpeg,1322-3a-C
2018-06-25,Elizabeth Simpson,,5,Arctium minus,1322-3a-D,2018-10-22,Hillary Woolf,2.069,0,i1 – 6 bags,1322-3aD-1.jpeg_1322-3aD-2.jpeg,1322-3a-D
2018-06-25,Elizabeth Simpson,,5,Arctium minus,1322-3a-E,2018-10-22,Hillary Woolf,5.773,0,i1 – 6 bags,1322-3aE-1.pdf_1322-3aE-2.pdf_1322-3aE-3.pdf_1322-3aE-4.pdf,1322-3a-E
2018-06-25,Elizabeth Simpson,,5,Arctium minus,1322-3a-petioles,2018-10-22,Hillary Woolf,8.142,0,i1 – 6 bags,1322-3a-pet.jpeg,1322-3a-petioles
2018-06-25,Elizabeth Simpson,,5,Arctium minus,1322-3b-A,2018-10-22,Hillary Woolf,2.687,0,i2 – 6 bags,1322-3bA-1.jpeg_1322-3bA-2.jpeg_1322-3bA-3.jpeg,1322-3b-A
2018-06-25,Elizabeth Simpson,,5,Arctium minus,1322-3b-B,2018-10-22,Hillary Woolf,1.174,0,i2 – 6 bags,1322-3bB-1.jpeg_1322-3bB-2.jpeg,1322-3b-B
2018-06-25,Elizabeth Simpson,,5,Arctium minus,1322-3b-C,2018-10-22,Hillary Woolf,1.833,0,i2 – 6 bags,1322-3bC-1.jpeg_1322-3bC-2.jpeg,1322-3b-C
2018-06-25,Elizabeth Simpson,,5,Arctium minus,1322-3b-D,2018-10-22,Hillary Woolf,1.815,0,i2 – 6 bags,1322-3bD-1.jpeg_1322-3bD-2.jpeg,1322-3b-D
2018-06-25,Elizabeth Simpson,,5,Arctium minus,1322-3b-E,2018-10-22,Hillary Woolf,0.784,0,i2 – 6 bags,1322-3bE.jpeg,1322-3b-E
2018-06-25,Elizabeth Simpson,,5,Arctium minus,1322-3b-petioles,2018-10-22,Hillary Woolf,4.822,0,i2 – 6 bags,1322-3b-pet.jpeg,1322-3b-petioles
2018-06-25,Elizabeth Simpson,,5,Arctium minus,1322-3c-A,2018-10-22,Hillary Woolf,1.069,0,i3 – 6 bags,1322-3cA.jpeg,1322-3c-A
2018-06-25,Elizabeth Simpson,,5,Arctium minus,1322-3c-B,2018-10-22,Hillary Woolf,1.544,0,i3 – 6 bags,1322-3cB-1.jpeg_1322-3cB-2.jpeg,1322-3c-B
2018-06-25,Elizabeth Simpson,,5,Arctium minus,1322-3c-C,2018-10-22,Hillary Woolf,1.732,0,i3 – 6 bags,1322-3cC-1.jpeg_1322-3cC-2.jpeg,1322-3c-C
2018-06-25,Elizabeth Simpson,,5,Arctium minus,1322-3c-D,2018-10-22,Hillary Woolf,0.714,0,i3 – 6 bags,1322-3cD.jpeg,1322-3c-D
2018-06-25,Elizabeth Simpson,,5,Arctium minus,1322-3c-E,2018-10-22,Hillary Woolf,0.785,0,i3 – 6 bags,1322-3cE.jpeg,1322-3c-E
2018-06-25,Elizabeth Simpson,,5,Arctium minus,1322-3c-petioles,2018-10-22,Hillary Woolf,2.821,0,i3 – 6 bags,1322-3c-pet.jpeg,1322-3c-petioles
2018-06-25,Elizabeth Simpson,,5,Circium arvense,1322-6a,2018-10-22,Hillary Woolf,1.523,0,,1322-6a.jpeg,1322-6a
2018-06-25,Elizabeth Simpson,,5,Circium arvense,1322-6b,2018-10-22,Hillary Woolf,1.129,0,,1322-6b.jpeg,1322-6b
2018-06-25,Elizabeth Simpson,,5,Circium arvense,1322-6c,2018-10-22,Hillary Woolf,1.211,0,,1322-6c.jpeg,1322-6c
2018-06-25,Elizabeth Simpson,,5,Circium arvense,1322-6d,2018-10-22,Hillary Woolf,1.302,0,,1322-6d.jpeg,1322-6d
2018-06-25,Elizabeth Simpson,,5,Circium arvense,1322-6e,2018-10-22,Hillary Woolf,1.176,0,,1322-6e.jpeg,1322-6e
2018-06-25,Elizabeth Simpson,,5,Verbascum thapsus,1322-7a,2018-10-22,Hillary Woolf,2.719,0,,1322-7aA.jpeg_1322-7aB.jpeg,1322-7a
2018-06-25,Elizabeth Simpson,,5,Verbascum thapsus,1322-7b,2018-10-22,Hillary Woolf,4.018,0,,1322-7bA.jpeg_1322-7bB.jpeg,1322-7b
2018-06-25,Elizabeth Simpson,,5,Verbascum thapsus,1322-7c,2018-10-22,Hillary Woolf,1.259,0,,1322-7c.jpeg,1322-7c
2018-06-25,Elizabeth Simpson,,5,Aconitum columbianum,1322-8a,2018-10-29,Hillary Woolf,0.183,0.035,,1322-8a-b.jpeg,1322-8a
2018-06-25,Elizabeth Simpson,,5,Aconitum columbianum,1322-8b,2018-10-29,Hillary Woolf,0.146,0.03,,1322-8a-b.jpeg,1322-8b
2018-06-25,Elizabeth Simpson,,5,Aconitum columbianum,1322-8c,2018-10-29,Hillary Woolf,0.164,0.022,,1322-8c-d.jpeg,1322-8c
2018-06-25,Elizabeth Simpson,,5,Aconitum columbianum,1322-8d,2018-10-29,Hillary Woolf,0.294,0.044,,1322-8c-d.jpeg,1322-8d
2018-06-25,Elizabeth Simpson,,5,Aconitum columbianum,1322-8e,2018-10-29,Hillary Woolf,0.24,0.041,,1322-8e.jpeg,1322-8e
2018-06-25,Elizabeth Simpson,,5,Lactuca serriola,1322-9a,2018-10-29,Hillary Woolf,0.587,0,,1322-9a.jpeg,1322-9a
2018-06-25,Elizabeth Simpson,,5,Lactuca serriola,1322-9b,2018-10-29,Hillary Woolf,0.139,0,,1322-9b.jpeg,1322-9b
2018-06-25,Elizabeth Simpson,,5,Lactuca serriola,1322-9c,2018-10-29,Hillary Woolf,1.227,0,,1322-9c.jpeg,1322-9c
2018-06-25,Elizabeth Simpson,,5,Cynoglossum officinale,1322-10a,2018-10-29,Hillary Woolf,0.374,0,,1322-10a-b.jpeg,1322-10a
2018-06-25,Elizabeth Simpson,,5,Cynoglossum officinale,1322-10b,2018-10-29,Hillary Woolf,0.428,0,,1322-10a-b.jpeg,1322-10b
2018-06-25,Elizabeth Simpson,,5,Cynoglossum officinale,1322-10c,2018-10-29,Hillary Woolf,0.361,0,,1322-10c-d.jpeg,1322-10c
2018-06-25,Elizabeth Simpson,,5,Cynoglossum officinale,1322-10d,2018-10-29,Hillary Woolf,0.708,0,,1322-10c-d.jpeg,1322-10d
2018-06-25,Elizabeth Simpson,,5,Cynoglossum officinale,1322-10e,2018-10-29,Hillary Woolf,0.859,0,,1322-10e.jpeg,1322-10e
2018-06-25,Elizabeth Simpson,,5,Agastache urticifolia,1322-11a,2018-10-29,Hillary Woolf,0.119,0.012,,1322-11a-b.jpeg,1322-11a
2018-06-25,Elizabeth Simpson,,5,Agastache urticifolia,1322-11b,2018-10-29,Hillary Woolf,0.336,0.029,,1322-11a-b.jpeg,1322-11b
2018-06-25,Elizabeth Simpson,,5,Agastache urticifolia,1322-11c,2018-10-29,Hillary Woolf,0.156,0.008,,1322-11c-e.jpeg,1322-11c
2018-06-25,Elizabeth Simpson,,5,Agastache urticifolia,1322-11d,2018-10-29,Hillary Woolf,0.341,0.012,,1322-11c-e.jpeg,1322-11d
2018-06-25,Elizabeth Simpson,,5,Agastache urticifolia,1322-11e,2018-10-29,Hillary Woolf,0.27,0.013,,1322-11c-e.jpeg,1322-11e
2018-06-25,Elizabeth Simpson,,5,Humulus lupulus,1322-12a,2018-10-22,Hillary Woolf,1.437,0.139,,1322-12aA.jpeg_1322-12aB.jpeg,1322-12a
2018-06-25,Elizabeth Simpson,,5,Humulus lupulus,1322-12b,2018-10-22,Hillary Woolf,2.505,0.34,,1322-12bA.jpeg_1322-12bB.jpeg_1322-12bC.jpeg,1322-12b
2018-06-25,Elizabeth Simpson,,5,Humulus lupulus,1322-12c,2018-10-22,Hillary Woolf,3.001,0.619,,1322-12cA.jpeg_1322-12cB.jpeg_1322-12cC.jpeg,1322-12c
2018-06-25,Elizabeth Simpson,,5,Humulus lupulus,1322-12d,2018-10-22,Hillary Woolf,2.269,0.248,,1322-12dA.jpeg_1322-12dB.jpeg,1322-12d
2018-06-25,Elizabeth Simpson,,5,Humulus lupulus,1322-12e,2018-10-22,Hillary Woolf,1.938,0.261,,1322-12eA.jpeg_1322-12eB.jpeg,1322-12e
2018-06-26,Elizabeth Simpson,,5,Physocarpous malvaceus,1333-1a,2018-10-10,Hillary Woolf,0.474,0.034,,1333-1a-b.jpeg,1333-1a
2018-06-26,Elizabeth Simpson,,5,Physocarpous malvaceus,1333-1b,2018-10-10,Hillary Woolf,0.5,0,no petioles in bag,1333-1a-b.jpeg,1333-1b
2018-06-26,Elizabeth Simpson,,5,Physocarpous malvaceus,1333-1c,2018-10-10,Hillary Woolf,0.357,0.027,,1333-1c-d.jpeg,1333-1c
2018-06-26,Elizabeth Simpson,,5,Physocarpous malvaceus,1333-1d,2018-10-10,Hillary Woolf,0.522,0.036,,1333-1c-d.jpeg,1333-1d
2018-06-26,Elizabeth Simpson,,5,Physocarpous malvaceus,1333-1e,2018-10-10,Hillary Woolf,0.749,0.057,,1333-1e.jpeg,1333-1e
2018-06-26,Elizabeth Simpson,,5,Mainthemum racemosum,1333-2a,2018-10-10,Hillary Woolf,1.15,0,,1333-2aA.jpeg_1333-2aB.jpeg,1333-2a
2018-06-26,Elizabeth Simpson,,5,Mainthemum racemosum,1333-2b,2018-10-10,Hillary Woolf,0.672,0,,1333-2b.jpeg,1333-2b
2018-06-26,Elizabeth Simpson,,5,Mainthemum racemosum,1333-2c,2018-10-10,Hillary Woolf,0.728,0,,1333-2c.jpeg,1333-2c
2018-06-26,Elizabeth Simpson,,5,Mainthemum racemosum,1333-2d,2018-10-10,Hillary Woolf,0.778,0,,1333-2d.jpeg,1333-2d
2018-06-26,Elizabeth Simpson,,5,Mainthemum racemosum,1333-2e,2018-10-10,Hillary Woolf,0.725,0,,1333-2e.jpeg,1333-2e
2018-06-26,Elizabeth Simpson,,5,Mahonia repens,1333-3a,2018-10-10,Hillary Woolf,0.411,0,,1333-3a-c.jpeg,1333-3a
2018-06-26,Elizabeth Simpson,,5,Mahonia repens,1333-3b,2018-10-10,Hillary Woolf,0.365,0,,1333-3a-c.jpeg,1333-3b
2018-06-26,Elizabeth Simpson,,5,Mahonia repens,1333-3c,2018-10-10,Hillary Woolf,0.506,0,,1333-3a-c.jpeg,1333-3c
2018-06-26,Elizabeth Simpson,,5,Mahonia repens,1333-3d,2018-10-10,Hillary Woolf,0.33,0,,1333-3d-e.jpeg,1333-3d
2018-06-26,Elizabeth Simpson,,5,Mahonia repens,1333-3e,2018-10-10,Hillary Woolf,0.393,0,,1333-3d-e.jpeg,1333-3e
2018-06-26,Elizabeth Simpson,,5,Sedum debile,1333-4a-L5,2018-10-10,Hillary Woolf,0.006,0,,1333-4a-e10.jpeg,1333-4a-L5
2018-06-26,Elizabeth Simpson,,5,Sedum debile,1333-4a-R5,2018-10-10,Hillary Woolf,0.003,0,,1333-4a-e10.jpeg,1333-4a-R5
