Date_collected,Collector_1,Collector_2,N_leaves,Species,Bag_label,Date_weighed,Weigher,Leaf_mass_g,Petiole_mass_g,Notes,Scans,Bag_label
2018-06-26,Elizabeth Simpson,,5,Sedum debile,1333-4b-L5,2018-10-10,Hillary Woolf,0.005,0,,1333-4a-e10.jpeg,1333-4b-L5
2018-06-26,Elizabeth Simpson,,5,Sedum debile,1333-4b-R5,2018-10-10,Hillary Woolf,0.007,0,,1333-4a-e10.jpeg,1333-4b-R5
2018-06-26,Elizabeth Simpson,,5,Sedum debile,1333-4c-L5,2018-10-10,Hillary Woolf,0.007,0,,1333-4a-e10.jpeg,1333-4c-L5
2018-06-26,Elizabeth Simpson,,5,Sedum debile,1333-4c-R5,2018-10-10,Hillary Woolf,0.006,0,,1333-4a-e10.jpeg,1333-4c-R5
2018-06-26,Elizabeth Simpson,,5,Sedum debile,1333-4d-L5,2018-10-10,Hillary Woolf,0.005,0,,1333-4a-e10.jpeg,1333-4d-L5
2018-06-26,Elizabeth Simpson,,5,Sedum debile,1333-4d-R5,2018-10-10,Hillary Woolf,0.005,0,,1333-4a-e10.jpeg,1333-4d-R5
2018-06-26,Elizabeth Simpson,,5,Sedum debile,1333-4e-R5,2018-10-10,Hillary Woolf,0.005,0,,1333-4a-e10.jpeg,1333-4e-R5
2018-06-26,Elizabeth Simpson,,5,Paxistima myrsinitis,1333-5a,2018-10-10,Hillary Woolf,0.076,0,,1333-5a-e.jpeg,1333-5a
2018-06-26,Elizabeth Simpson,,5,Paxistima myrsinitis,1333-5b,2018-10-10,Hillary Woolf,0.101,0,,1333-5a-e.jpeg,1333-5b
2018-06-26,Elizabeth Simpson,,5,Paxistima myrsinitis,1333-5c,2018-10-10,Hillary Woolf,0.065,0,,1333-5a-e.jpeg,1333-5c
2018-06-26,Elizabeth Simpson,,5,Paxistima myrsinitis,1333-5d,2018-10-10,Hillary Woolf,0.113,0,,1333-5a-e.jpeg,1333-5d
2018-06-26,Elizabeth Simpson,,5,Paxistima myrsinitis,1333-5e,2018-10-10,Hillary Woolf,0.079,0,,1333-5a-e.jpeg,1333-5e
2018-06-26,Elizabeth Simpson,,5,Arnica cordifolia,1333-6a,2018-10-10,Hillary Woolf,0.393,0.125,,1333-6a.jpeg,1333-6a
2018-06-26,Elizabeth Simpson,,5,Arnica cordifolia,1333-6b,2018-10-10,Hillary Woolf,0.524,0.159,,1333-6b.jpeg,1333-6b
2018-06-26,Elizabeth Simpson,,5,Arnica cordifolia,1333-6c,2018-10-10,Hillary Woolf,0.318,0.091,,1333-6c.jpeg,1333-6c
2018-06-26,Elizabeth Simpson,,5,Arnica cordifolia,1333-6d,2018-10-10,Hillary Woolf,0.402,0.11,,1333-6d.jpeg,1333-6d
2018-06-26,Elizabeth Simpson,,5,Arnica cordifolia,1333-6e,2018-10-10,Hillary Woolf,0.524,0.212,,1333-6e.jpeg,1333-6e
2018-06-26,Elizabeth Simpson,,10,Pseudotsuga menziesii,1333-7a,2018-10-10,Hillary Woolf,0.089,0,,1333-7a-e10.jpeg,1333-7a
2018-06-26,Elizabeth Simpson,,10,Pseudotsuga menziesii,1333-7b,2018-10-10,Hillary Woolf,0.059,0,,1333-7a-e10.jpeg,1333-7b
2018-06-26,Elizabeth Simpson,,10,Pseudotsuga menziesii,1333-7c,2018-10-10,Hillary Woolf,0.072,0,,1333-7a-e10.jpeg,1333-7c
2018-06-26,Elizabeth Simpson,,10,Pseudotsuga menziesii,1333-7d,2018-10-10,Hillary Woolf,0.091,0,,1333-7a-e10.jpeg,1333-7d
2018-06-26,Elizabeth Simpson,,10,Pseudotsuga menziesii,1333-7e,2018-10-10,Hillary Woolf,0.077,0,,1333-7a-e10.jpeg,1333-7e
2018-06-26,Elizabeth Simpson,,5,Rosa woodsii,1333-10a,2018-10-10,Hillary Woolf,0.525,0.077,,1333-10a.jpeg,1333-10a
2018-06-26,Elizabeth Simpson,,5,Rosa woodsii,1333-10b,2018-10-10,Hillary Woolf,0.25,0.046,,1333-10b.jpeg,1333-10b
2018-06-26,Elizabeth Simpson,,5,Rosa woodsii,1333-10c,2018-10-10,Hillary Woolf,0.56,0.1,,1333-10c.jeg,1333-10c
2018-06-26,Elizabeth Simpson,,5,Rosa woodsii,1333-10d,2018-10-10,Hillary Woolf,0.659,0.092,,1333-10d.jpeg,1333-10d
2018-06-26,Elizabeth Simpson,,5,Rosa woodsii,1333-10e,2018-10-10,Hillary Woolf,0.561,0.096,,1333-10e.jpeg,1333-10e
2018-06-26,Elizabeth Simpson,,5,Lathyrus pauciflorus,1333-11a,2018-10-10,Hillary Woolf,0.564,0.077,,1333-11a.jpeg,1333-11a
2018-06-26,Elizabeth Simpson,,5,Lathyrus pauciflorus,1333-11b,2018-10-10,Hillary Woolf,0.362,0.071,,1333-11b.jpeg,1333-11b
2018-06-26,Elizabeth Simpson,,5,Lathyrus pauciflorus,1333-11c,2018-10-10,Hillary Woolf,0.343,0.041,,1333-11c.jpeg,1333-11c
2018-06-26,Elizabeth Simpson,,5,Lathyrus pauciflorus,1333-11d,2018-10-10,Hillary Woolf,0.379,0.067,,1333-11d.jpeg,1333-11d
2018-06-26,Elizabeth Simpson,,5,Lathyrus pauciflorus,1333-11e,2018-10-10,Hillary Woolf,0.402,0.057,,1333-11e.jpeg,1333-11e
2018-06-26,Elizabeth Simpson,,5,Cystopteris fragilis,1333-12a,2018-10-10,Hillary Woolf,0.157,0.031,,1333-12a.jpeg,1333-12a
2018-06-26,Elizabeth Simpson,,5,Cystopteris fragilis,1333-12b,2018-10-10,Hillary Woolf,0.218,0.033,,1333-12b.jpeg,1333-12b
2018-06-26,Elizabeth Simpson,,5,Cystopteris fragilis,1333-12c,2018-10-10,Hillary Woolf,0.194,0.012,,1333-12c.jpeg,1333-12c
2018-06-26,Elizabeth Simpson,,5,Cystopteris fragilis,1333-12d,2018-10-10,Hillary Woolf,0.228,0.029,,1333-12d.jpeg,1333-12d
2018-06-26,Elizabeth Simpson,,5,Cystopteris fragilis,1333-12e,2018-10-10,Hillary Woolf,0.195,0.029,,1333-12e.jpeg,1333-12e
2018-06-26,Elizabeth Simpson,,5,Mitella stauropetala,1333-13a,2018-10-10,Hillary Woolf,0.287,0.123,,1333-13a-b.jpeg,1333-13a
2018-06-26,Elizabeth Simpson,,5,Mitella stauropetala,1333-13b,2018-10-10,Hillary Woolf,0.257,0.109,,1333-13a-b.jpeg,1333-13b
2018-06-26,Elizabeth Simpson,,5,Mitella stauropetala,1333-13c,2018-10-10,Hillary Woolf,0.179,0.062,,1333-13c-d.jpeg,1333-13c
2018-06-26,Elizabeth Simpson,,5,Mitella stauropetala,1333-13d,2018-10-10,Hillary Woolf,0.28,0.101,,1333-13c-d.jpeg,1333-13d
2018-06-26,Elizabeth Simpson,,5,Mitella stauropetala,1333-13e,2018-10-10,Hillary Woolf,0.235,0.099,,1333-13e.jpeg,1333-13e
2018-07-10,Elizabeth Simpson,,10,Artemisia tridentata,3311-1a,2018-10-17,Hillary Woolf,0.097,0,,3311-1a-e.jpeg,3311-1a
2018-07-10,Elizabeth Simpson,,10,Artemisia tridentata,3311-1b,2018-10-17,Hillary Woolf,0.119,0,,3311-1a-e.jpeg,3311-1b
2018-07-10,Elizabeth Simpson,,10,Artemisia tridentata,3311-1c,2018-10-17,Hillary Woolf,0.096,0,,3311-1a-e.jpeg,3311-1c
2018-07-10,Elizabeth Simpson,,10,Artemisia tridentata,3311-1d,2018-10-17,Hillary Woolf,0.069,0,,3311-1a-e.jpeg,3311-1d
2018-07-10,Elizabeth Simpson,,10,Artemisia tridentata,3311-1e,2018-10-17,Hillary Woolf,0.1,0,,3311-1a-e.jpeg,3311-1e
2018-07-10,Elizabeth Simpson,,5,Helianthella uniflora,3311-2a,2018-10-17,Hillary Woolf,0.452,0,,3311-2a-b.jpeg,3311-2a
2018-07-10,Elizabeth Simpson,,5,Helianthella uniflora,3311-2b,2018-10-17,Hillary Woolf,0.596,0,,3311-2a-b.jpeg,3311-2b
2018-07-10,Elizabeth Simpson,,5,Helianthella uniflora,3311-2c,2018-10-17,Hillary Woolf,0.577,0,,3311-2c-d.jpeg,3311-2c
2018-07-10,Elizabeth Simpson,,5,Helianthella uniflora,3311-2d,2018-10-17,Hillary Woolf,0.454,0,,3311-2c-d.jpeg,3311-2d
2018-07-10,Elizabeth Simpson,,5,Helianthella uniflora,3311-2e,2018-10-17,Hillary Woolf,0.515,0,,3311-2e.jpeg,3311-2e
2018-07-10,Elizabeth Simpson,,5,Eriogonum umbellatum,3311-3a,2018-10-17,Hillary Woolf,0.136,0.025,,3311-3a-e.jpeg,3311-3a
2018-07-10,Elizabeth Simpson,,5,Eriogonum umbellatum,3311-3b,2018-10-17,Hillary Woolf,0.157,0.022,,3311-3a-e.jpeg,3311-3b
2018-07-10,Elizabeth Simpson,,5,Eriogonum umbellatum,3311-3c,2018-10-17,Hillary Woolf,0.169,0.026,,3311-3a-e.jpeg,3311-3c
2018-07-10,Elizabeth Simpson,,5,Eriogonum umbellatum,3311-3d,2018-10-17,Hillary Woolf,0.074,0.017,,3311-3a-e.jpeg,3311-3d
2018-07-10,Elizabeth Simpson,,5,Eriogonum umbellatum,3311-3e,2018-10-17,Hillary Woolf,0.082,0.015,,3311-3a-e.jpeg,3311-3e
2018-07-10,Elizabeth Simpson,,5,Lathyrus pauciflorus,3311-4a,2018-10-12,Hillary Woolf,0.648,0.095,,3311-4a.jpeg,3311-4a
2018-07-10,Elizabeth Simpson,,5,Lathyrus pauciflorus,3311-4b,2018-10-12,Hillary Woolf,0.988,0.179,,3311-4b.jpeg,3311-4b
2018-07-10,Elizabeth Simpson,,5,Achillea millefolium,3311-5a,2018-10-12,Hillary Woolf,0.218,0.05,,3311-5a-b.jpeg,3311-5a
2018-07-10,Elizabeth Simpson,,5,Achillea millefolium,3311-5b,2018-10-12,Hillary Woolf,0.392,0.102,,3311-5a-b.jpeg,3311-5b
2018-07-10,Elizabeth Simpson,,5,Achillea millefolium,3311-5c,2018-10-12,Hillary Woolf,0.564,0.073,,3311-5c-d.jpeg,3311-5c
2018-07-10,Elizabeth Simpson,,5,Achillea millefolium,3311-5d,2018-10-12,Hillary Woolf,0.277,0.018,,3311-5c-d.jpeg,3311-5d
2018-07-10,Elizabeth Simpson,,5,Achillea millefolium,3311-5e,2018-10-12,Hillary Woolf,0.612,0.083,,3311-5e.jpeg,3311-5e
2018-07-10,Elizabeth Simpson,,5,Verbascum thapsus,3311-7a,2018-10-17,Hillary Woolf,0.478,0,,3311-7a.jpeg,3311-7a
2018-07-10,Elizabeth Simpson,,5,Verbascum thapsus,3311-7b,2018-10-17,Hillary Woolf,0.461,0,,3311-7b-c.jpeg,3311-7b
2018-07-10,Elizabeth Simpson,,5,Verbascum thapsus,3311-7c,2018-10-17,Hillary Woolf,0.775,0,,3311-7b-c.jpeg,3311-7c
2018-07-10,Elizabeth Simpson,,5,Verbascum thapsus,3311-7d,2018-10-17,Hillary Woolf,0.842,0,,3311-7d-e.jpeg,3311-7d
2018-07-10,Elizabeth Simpson,,5,Verbascum thapsus,3311-7e,2018-10-17,Hillary Woolf,0.51,0,,3311-7d-e.jpeg,3311-7e
2018-07-10,Elizabeth Simpson,,5,Eucephalus elegans,3311-10a,2018-10-17,Hillary Woolf,0.097,0,,3311-10a-e.jpeg,3311-10a
2018-07-10,Elizabeth Simpson,,5,Eucephalus elegans,3311-10b,2018-10-17,Hillary Woolf,0.073,0,,3311-10a-e.jpeg,3311-10b
2018-07-10,Elizabeth Simpson,,5,Eucephalus elegans,3311-10c,2018-10-17,Hillary Woolf,0.053,0,,3311-10a-e.jpeg,3311-10c
2018-07-10,Elizabeth Simpson,,5,Eucephalus elegans,3311-10d,2018-10-17,Hillary Woolf,0.073,0,,3311-10a-e.jpeg,3311-10d
2018-07-10,Elizabeth Simpson,,5,Eucephalus elegans,3311-10e,2018-10-17,Hillary Woolf,0.076,0,,3311-10a-e.jpeg,3311-10e
2018-07-10,Elizabeth Simpson,,5,Prunus virginiana,3311-17a,2018-10-17,Hillary Woolf,1.469,0.095,,3311-17a-b.jpeg,3311-17a
2018-07-10,Elizabeth Simpson,,5,Prunus virginiana,3311-17b,2018-10-17,Hillary Woolf,1.356,0.08,,3311-17a-b.jpeg,3311-17b
2018-07-10,Elizabeth Simpson,,5,Prunus virginiana,3311-17c,2018-10-17,Hillary Woolf,1.334,0.082,,3311-17d-e.jpeg,3311-17c
2018-07-10,Elizabeth Simpson,,5,Prunus virginiana,3311-17d,2018-10-17,Hillary Woolf,1.456,0.102,,3311-17d-e.jpeg,3311-17d
2018-07-10,Elizabeth Simpson,,5,Prunus virginiana,3311-17e,2018-10-17,Hillary Woolf,1.344,0.072,,3311-17e.jpeg,3311-17e
2018-07-10,Elizabeth Simpson,,5,Lupinus sericeus,3311-18a,2018-10-17,Hillary Woolf,0.481,0.06,,3311-18a.jpeg,3311-18a
2018-07-10,Elizabeth Simpson,,5,Lupinus sericeus,3311-18b,2018-10-17,Hillary Woolf,0.365,0.056,,3311-18b.jpeg,3311-18b
2018-07-10,Elizabeth Simpson,,5,Lupinus sericeus,3311-18c,2018-10-17,Hillary Woolf,0.644,0.082,,3311-18c.jpeg,3311-18c
2018-07-10,Elizabeth Simpson,,5,Lupinus sericeus,3311-18d,2018-10-17,Hillary Woolf,0.445,0.066,,3311-18d.jpeg,3311-18d
2018-07-10,Elizabeth Simpson,,5,Lupinus sericeus,3311-18e,2018-10-17,Hillary Woolf,0.613,0.065,,3311-18e.jpeg,3311-18e
2018-07-10,Elizabeth Simpson,,10,Chrysothamnus viscidiflorus,3311-19a,2018-10-17,Hillary Woolf,0.076,0,,3311-19a-e10.jpeg,3311-19a
2018-07-10,Elizabeth Simpson,,10,Chrysothamnus viscidiflorus,3311-19b,2018-10-17,Hillary Woolf,0.08,0,,3311-19a-e10.jpeg,3311-19b
2018-07-10,Elizabeth Simpson,,10,Chrysothamnus viscidiflorus,3311-19c,2018-10-17,Hillary Woolf,0.076,0,,3311-19a-e10.jpeg,3311-19c
2018-07-10,Elizabeth Simpson,,10,Chrysothamnus viscidiflorus,3311-19d,2018-10-17,Hillary Woolf,0.09,0,,3311-19a-e10.jpeg,3311-19d
2018-07-10,Elizabeth Simpson,,10,Chrysothamnus viscidiflorus,3311-19e,2018-10-17,Hillary Woolf,0.069,0,,3311-19a-e10.jpeg,3311-19e
2018-07-10,Elizabeth Simpson,,10,Symphoricarpos oreophilus,3311-21a,2018-10-17,Hillary Woolf,0.184,0,,3311-21a-e10.jpeg,3311-21a
2018-07-10,Elizabeth Simpson,,10,Symphoricarpos oreophilus,3311-21b,2018-10-17,Hillary Woolf,0.116,0,,3311-21a-e10.jpeg,3311-21b
2018-07-10,Elizabeth Simpson,,10,Symphoricarpos oreophilus,3311-21c,2018-10-17,Hillary Woolf,0.191,0,,3311-21a-e10.jpeg,3311-21c
2018-07-10,Elizabeth Simpson,,10,Symphoricarpos oreophilus,3311-21d,2018-10-17,Hillary Woolf,0.147,0,,3311-21a-e10.jpeg,3311-21d
2018-07-10,Elizabeth Simpson,,10,Symphoricarpos oreophilus,3311-21e,2018-10-17,Hillary Woolf,0.17,0,,3311-21a-e10.jpeg,3311-21e
2018-07-10,Elizabeth Simpson,,10,Symphoricarpos oreophilus,3322-1a,2018-10-12,Hillary Woolf,0.109,0,,3322-1a-e10.jpeg,3322-1a
2018-07-10,Elizabeth Simpson,,10,Symphoricarpos oreophilus,3322-1b,2018-10-12,Hillary Woolf,0.147,0,,3322-1a-e10.jpeg,3322-1b
2018-07-10,Elizabeth Simpson,,10,Symphoricarpos oreophilus,3322-1c,2018-10-12,Hillary Woolf,0.169,0,,3322-1a-e10.jpeg,3322-1c
2018-07-10,Elizabeth Simpson,,10,Symphoricarpos oreophilus,3322-1d,2018-10-12,Hillary Woolf,0.119,0,,3322-1a-e10.jpeg,3322-1d
2018-07-10,Elizabeth Simpson,,10,Symphoricarpos oreophilus,3322-1e,2018-10-12,Hillary Woolf,0.143,0,,3322-1a-e10.jpeg,3322-1e
2018-07-10,Elizabeth Simpson,,5,Agastache urticifolia,3322-2a,2018-10-12,Hillary Woolf,0.209,0.009,,3322-2a-c.pdf,3322-2a
2018-07-10,Elizabeth Simpson,,5,Agastache urticifolia,3322-2b,2018-10-12,Hillary Woolf,0.198,0.01,,3322-2a-c.pdf,3322-2b
2018-07-10,Elizabeth Simpson,,5,Agastache urticifolia,3322-2c,2018-10-12,Hillary Woolf,0.214,0.011,,3322-2a-c.pdf,3322-2c
2018-07-10,Elizabeth Simpson,,5,Agastache urticifolia,3322-2d,2018-10-12,Hillary Woolf,0.276,0.004,,3322-2d-e.jpeg,3322-2d
2018-07-10,Elizabeth Simpson,,5,Agastache urticifolia,3322-2e,2018-10-12,Hillary Woolf,0.402,0.031,,3322-2d-e.jpeg,3322-2e
2018-07-10,Elizabeth Simpson,,5,Leymus cinereus,3322-3a,2018-10-12,Hillary Woolf,1.458,0,,3322-3a.jpeg,3322-3a
2018-07-10,Elizabeth Simpson,,5,Leymus cinereus,3322-3b,2018-10-12,Hillary Woolf,1.807,0,,3322-3b.jpeg,3322-3b
2018-07-10,Elizabeth Simpson,,5,Leymus cinereus,3322-3c,2018-10-12,Hillary Woolf,2.037,0,,3322-3c.jpeg,3322-3c
2018-07-10,Elizabeth Simpson,,5,Leymus cinereus,3322-3d,2018-10-12,Hillary Woolf,2.295,0,,3322-3d.jpeg,3322-3d
2018-07-10,Elizabeth Simpson,,5,Leymus cinereus,3322-3e,2018-10-12,Hillary Woolf,2.618,0,,3322-3eA.jpeg_3322-3eB.jpeg,3322-3e
2018-07-10,Elizabeth Simpson,,5,Lupinus sericeus,3322-4a,2018-10-12,Hillary Woolf,0.517,0.074,,3322-4a-b.jpeg,3322-4a
2018-07-10,Elizabeth Simpson,,5,Lupinus sericeus,3322-4b,2018-10-12,Hillary Woolf,0.619,0.073,,3322-4a-b.jpeg,3322-4b
2018-07-10,Elizabeth Simpson,,5,Lupinus sericeus,3322-4c,2018-10-12,Hillary Woolf,0.865,0.108,,3322-4c.jpeg,3322-4c
2018-07-10,Elizabeth Simpson,,5,Lupinus sericeus,3322-4d,2018-10-12,Hillary Woolf,0.675,0.098,,3322-4d.jpeg,3322-4d
2018-07-10,Elizabeth Simpson,,5,Lupinus sericeus,3322-4e,2018-10-12,Hillary Woolf,0.76,0.074,,3322-4e.jpeg,3322-4e
2018-07-12,Elizabeth Simpson,,5,Prunus virginiana,3111-1a,2018-10-08,Hillary Woolf,0.662,0.035,,3111-1a-b.jpeg,3111-1a
2018-07-12,Elizabeth Simpson,,5,Prunus virginiana,3111-1b,2018-10-08,Hillary Woolf,1.533,0.066,,3111-1a-b.jpeg,3111-1b
2018-07-12,Elizabeth Simpson,,5,Prunus virginiana,3111-1c,2018-10-08,Hillary Woolf,0.999,0.051,,3111-1c-d.jpeg,3111-1c
2018-07-12,Elizabeth Simpson,,5,Prunus virginiana,3111-1d,2018-10-08,Hillary Woolf,1.275,0.058,,3111-1c-d.jpeg,3111-1d
2018-07-12,Elizabeth Simpson,,5,Prunus virginiana,3111-1e,2018-10-08,Hillary Woolf,1.208,0.046,,3111-1e.jpeg,3111-1e
2018-07-12,Elizabeth Simpson,,5,Agastache urticifolia,3111-2a,2018-10-08,Hillary Woolf,0.307,0.02,,3111-2a-c.jpeg,3111-2a
2018-07-12,Elizabeth Simpson,,5,Agastache urticifolia,3111-2b,2018-10-08,Hillary Woolf,0.422,0.025,,3111-2a-c.jpeg,3111-2b
2018-07-12,Elizabeth Simpson,,5,Agastache urticifolia,3111-2c,2018-10-08,Hillary Woolf,0.224,0.013,,3111-2a-c.jpeg,3111-2c
2018-07-12,Elizabeth Simpson,,5,Agastache urticifolia,3111-2d,2018-10-08,Hillary Woolf,0.444,0.034,,3111-2d-e.jpeg,3111-2d
2018-07-12,Elizabeth Simpson,,5,Agastache urticifolia,3111-2e,2018-10-08,Hillary Woolf,0.273,0.006,,3111-2d-e.jpeg,3111-2e
2018-07-12,Elizabeth Simpson,,5,Mahonia repens,3111-3a,2018-10-08,Hillary Woolf,0.497,0,,3111-3a-d.jpeg,3111-3a
2018-07-12,Elizabeth Simpson,,5,Mahonia repens,3111-3b,2018-10-08,Hillary Woolf,0.354,0,,3111-3a-d.jpeg,3111-3b
2018-07-12,Elizabeth Simpson,,5,Mahonia repens,3111-3c,2018-10-08,Hillary Woolf,0.471,0,,3111-3a-d.jpeg,3111-3c
2018-07-12,Elizabeth Simpson,,5,Mahonia repens,3111-3d,2018-10-08,Hillary Woolf,0.647,0,,3111-3a-d.jpeg,3111-3d
2018-07-12,Elizabeth Simpson,,5,Mahonia repens,3111-3e,2018-10-08,Hillary Woolf,0.456,0,,3111-3e.jpeg,3111-3e
2018-07-12,Elizabeth Simpson,,5,Lathyrus pauciflorus,3111-4a,2018-10-08,Hillary Woolf,0.542,0.098,,3111-4a.jpeg,3111-4a
2018-07-12,Elizabeth Simpson,,5,Lathyrus pauciflorus,3111-4b,2018-10-08,Hillary Woolf,0.509,0.109,,3111-4b.jpeg,3111-4b
2018-07-12,Elizabeth Simpson,,5,Lathyrus pauciflorus,3111-4c,2018-10-08,Hillary Woolf,0.499,0.095,,missing,3111-4c
2018-07-12,Elizabeth Simpson,,5,Lathyrus pauciflorus,3111-4d,2018-10-08,Hillary Woolf,0.406,0.067,,3111-4d.jpeg,3111-4d
2018-07-12,Elizabeth Simpson,,5,Lathyrus pauciflorus,3111-4e,2018-10-08,Hillary Woolf,0.618,0.076,,3111-4e.jpeg,3111-4e
2018-07-12,Elizabeth Simpson,,5,Elymus glaucus,3111-5a,2018-10-08,Hillary Woolf,0.284,0,,missing,3111-5a
2018-07-12,Elizabeth Simpson,,5,Elymus glaucus,3111-5b,2018-10-08,Hillary Woolf,0.285,0,,missing,3111-5b
2018-07-12,Elizabeth Simpson,,5,Elymus glaucus,3111-5c,2018-10-08,Hillary Woolf,0.341,0,,3111-5c-d.jpeg,3111-5c
2018-07-12,Elizabeth Simpson,,5,Elymus glaucus,3111-5d,2018-10-08,Hillary Woolf,0.254,0,,3111-5c-d.jpeg,3111-5d
2018-07-12,Elizabeth Simpson,,5,Elymus glaucus,3111-5e,2018-10-08,Hillary Woolf,0.299,0,,missing,3111-5e
2018-07-12,Elizabeth Simpson,,5,Achillea millefolium,3111-6a,2018-10-08,Hillary Woolf,0.476,0.19,,3111-6a.jpeg_3111-6a-pet.jpeg,3111-6a
2018-07-12,Elizabeth Simpson,,5,Achillea millefolium,3111-6b,2018-10-08,Hillary Woolf,0.328,0.131,,3111-6b.jpeg,3111-6b
2018-07-12,Elizabeth Simpson,,5,Achillea millefolium,3111-6c,2018-10-10,Hillary Woolf,0.73,0.214,,3111-6c.jpeg_3111-6c-pet.jpeg,3111-6c
2018-07-12,Elizabeth Simpson,,5,Achillea millefolium,3111-6d,2018-10-10,Hillary Woolf,1.029,0.332,,3111-6dA.jpeg_3111-6dB-pet.jpeg,3111-6d
2018-07-12,Elizabeth Simpson,,5,Achillea millefolium,3111-6e,2018-10-10,Hillary Woolf,0.406,0.158,,3111-6e.jpeg,3111-6e
2018-07-12,Elizabeth Simpson,,5,Taraxacum officinale,3111-7a,2018-10-08,Hillary Woolf,1.458,0.711,,3111-7aA.jpeg_3111-7aB.jpeg,3111-7a
2018-07-12,Elizabeth Simpson,,5,Taraxacum officinale,3111-7b,2018-10-08,Hillary Woolf,2.485,0.808,,3111-7bA.jpeg_3111-7bB.jpeg_3111-7bC.jpeg,3111-7b
2018-07-12,Elizabeth Simpson,,5,Taraxacum officinale,3111-7c,2018-10-08,Hillary Woolf,1.702,0.644,,3111-7cA.jpeg_3111-7cB.jpeg_3111-7c-pet.jpeg,3111-7c
2018-07-12,Elizabeth Simpson,,5,Taraxacum officinale,3111-7d,2018-10-08,Hillary Woolf,2.322,0.679,,3111-7dA.jpeg_3111-7dB.jpeg_3111-7d-pet.jpeg,3111-7d
2018-07-12,Elizabeth Simpson,,5,Taraxacum officinale,3111-7e,2018-10-08,Hillary Woolf,0.726,0.196,,3111-7e.jpeg,3111-7e
2018-07-12,Elizabeth Simpson,,5,Osmorhiza occidentalis,3111-8a,2018-10-08,Hillary Woolf,0.321,0.043,,3111-8a.jpeg,3111-8a
2018-07-12,Elizabeth Simpson,,5,Osmorhiza occidentalis,3111-8b,2018-10-08,Hillary Woolf,0.224,0.027,,3111-8b.jeg,3111-8b
2018-07-12,Elizabeth Simpson,,5,Osmorhiza occidentalis,3111-8c,2018-10-08,Hillary Woolf,0.519,0.061,,3111-8c.jpeg,3111-8c
2018-07-12,Elizabeth Simpson,,5,Osmorhiza occidentalis,3111-8d,2018-10-08,Hillary Woolf,0.151,0.011,,3111-8d.jpeg,3111-8d
2018-07-12,Elizabeth Simpson,,5,Osmorhiza occidentalis,3111-8e,2018-10-08,Hillary Woolf,0.756,0.12,,3111-8e.jpeg_3111-8e-pet.jpeg,3111-8e
2018-07-12,Elizabeth Simpson,,5,Epilobium adenocaulon,3111-10a,2018-10-08,Hillary Woolf,0.918,0,,3111-10a-b.jpeg,3111-10a
2018-07-12,Elizabeth Simpson,,5,Epilobium adenocaulon,3111-10b,2018-10-08,Hillary Woolf,0.522,0,,3111-10a-b.jpeg,3111-10b
2018-07-12,Elizabeth Simpson,,5,Epilobium adenocaulon,3111-10c,2018-10-08,Hillary Woolf,0.328,0,,3111-10c-d.jpeg,3111-10c
2018-07-12,Elizabeth Simpson,,5,Epilobium adenocaulon,3111-10d,2018-10-08,Hillary Woolf,0.394,0,,3111-10c-d.jpeg,3111-10d
2018-07-12,Elizabeth Simpson,,5,Epilobium adenocaulon,3111-10e,2018-10-08,Hillary Woolf,0.763,0,,3111-10e.jpeg,3111-10e
2018-07-13,Elizabeth Simpson,,5,Eriogonum heracleoides,3133-1a,2018-10-29,Hillary Woolf,0.155,0,,3133-1a-c.jpeg,3133-1a
2018-07-13,Elizabeth Simpson,,5,Eriogonum heracleoides,3133-1b,2018-10-29,Hillary Woolf,0.12,0,,3133-1a-c.jpeg,3133-1b
2018-07-13,Elizabeth Simpson,,5,Eriogonum heracleoides,3133-1c,2018-10-29,Hillary Woolf,0.142,0,,3133-1a-c.jpeg,3133-1c
2018-07-13,Elizabeth Simpson,,5,Eriogonum heracleoides,3133-1d,2018-10-29,Hillary Woolf,0.14,0,,3133-1d-e.jpeg,3133-1d
2018-07-13,Elizabeth Simpson,,5,Eriogonum heracleoides,3133-1e,2018-10-29,Hillary Woolf,0.147,0,,3133-1d-e.jpeg,3133-1e
2018-07-16,Elizabeth Simpson,,10,Symphoricarpos oreophilus,3122-1a,2018-10-26,Hillary Woolf,0.174,0,,3122-1a-e_10leaves.jpeg,3122-1a
2018-07-16,Elizabeth Simpson,,10,Symphoricarpos oreophilus,3122-1b,2018-10-26,Hillary Woolf,0.132,0,,3122-1a-e_10leaves.jpeg,3122-1b
2018-07-16,Elizabeth Simpson,,10,Symphoricarpos oreophilus,3122-1c,2018-10-26,Hillary Woolf,0.135,0,,3122-1a-e_10leaves.jpeg,3122-1c
2018-07-16,Elizabeth Simpson,,10,Symphoricarpos oreophilus,3122-1d,2018-10-26,Hillary Woolf,0.167,0,,3122-1a-e_10leaves.jpeg,3122-1d
2018-07-16,Elizabeth Simpson,,10,Symphoricarpos oreophilus,3122-1e,2018-10-26,Hillary Woolf,0.18,0,,3122-1a-e_10leaves.jpeg,3122-1e
2018-07-16,Elizabeth Simpson,,5,Lupinus sericeus,3122-3a,2018-10-26,Hillary Woolf,0.626,0.15,,3122-3a.jpeg,3122-3a
2018-07-16,Elizabeth Simpson,,5,Lupinus sericeus,3122-3b,2018-10-26,Hillary Woolf,0.735,0.095,,3122-3b.jpeg,3122-3b
