original.file	seg.file	perimeter	surface.area	dissection	compactness
19-2211-4cB.jpeg	19-2211-4cB_0.jpg	41.58812873320518	68.62620481770833	0.1587125298093522	25.20279907833905
19-2211-4cB.jpeg	19-2211-4cB_1.jpg	41.27601787001032	56.11793129882813	0.1317546831037166	30.35945217105657
19-2211-4cB.jpeg	19-2211-4cB_2.jpg	119.81391951502965	9.914329306369357	0.0027625413038894287	1447.9421518036065
19-2211-4cB.jpeg	19-2211-4cB_3.jpg	54.03362651223625	71.74503885430231	0.0982932360537577	40.69456007951914
19-2211-4aB.jpeg	19-2211-4aB_0.jpg	1488.345214493367	9557.30481526881	0.017257905155102678	231.777841171952
19-2211-4aB.jpeg	19-2211-4aB_1.jpg	378.80194407176856	46.858727773030594	0.0013062493463321413	3062.202489311651
19-2211-4aB.jpeg	19-2211-4aB_2.jpg	318.79426817254193	4448.030542962345	0.17506798915671418	22.848266089463976
19-2211-4aB.jpeg	19-2211-4aB_3.jpg	315.44512065518154	4629.690853165991	0.18610770568755178	21.492930586740066
19-2211-4aB.jpeg	19-2211-4aB_4.jpg	250.00005363086623	2490.737392237157	0.15940712471003327	25.092981303540416
19-2211-4eB.jpeg	19-2211-4eB_0.jpg	68.53663345890737	133.15545455593534	0.11338965057366973	35.27658811684214
19-2211-4eB.jpeg	19-2211-4eB_1.jpg	40.13280772709514	26.58200918104384	0.06601592397325955	60.59144156825318
19-2211-4eB.jpeg	19-2211-4eB_2.jpg	66.56321127988174	26.343411431206594	0.02378282686133896	168.1885851215755
19-3323-1bA.jpeg	19-3323-1bA_0.jpg	588.6833683380584	161.1182467613691	0.0018596927003045093	2150.8929939581058
19-3323-1bA.jpeg	19-3323-1bA_1.jpg	921.6276080870379	23482.277499163592	0.1105832260493858	36.171851219222205
19-3323-1bA.jpeg	19-3323-1bA_2.jpg	374.23164564468294	91.53023943488981	0.002614228656797965	1530.0880393910895
19-2211-4eB-pet.jpeg	19-2211-4eB-pet_0.jpg	391.3557432084413	72.17167512681749	0.0018848784700982565	2122.1527347550873
19-2211-4eB-pet.jpeg	19-2211-4eB-pet_1.jpg	1.3152865206947315	0.012234396023220486	0.028287970268077126	141.40286355270902
19-2211-4eB-pet.jpeg	19-2211-4eB-pet_2.jpg	0.9409906838891275	0.009315438503689237	0.04208163904718839	95.05333182280724
19-2211-4eB-pet.jpeg	19-2211-4eB-pet_3.jpg	1.2364196083336798	0.014144331190321179	0.03700928035560423	108.08099918631055
19-2211-4eB-pet.jpeg	19-2211-4eB-pet_4.jpg	2.2328424938893816	0.02414446343315972	0.01937141620512116	206.48980733491922
19-3323-1aA.jpeg	19-3323-1aA_0.jpg	856.431404511781	14851.911868766501	0.08099480919242759	49.385880896352184
19-3323-1aA.jpeg	19-3323-1aA_1.jpg	373.6351123009328	102.14974923781406	0.002926859880790595	1366.6523724803428
19-3323-1aA.jpeg	19-3323-1aA_2.jpg	175.9536393576935	1461.0766287438664	0.1887715218729414	21.189636870609778
19-3323-1aA.jpeg	19-3323-1aA_3.jpg	514.2626302964226	8749.980575561523	0.13234183335020888	30.22475885924159
19-2211-4d-pet.jpeg	19-2211-4d-pet_0.jpg	247.16768496021223	51.18727150065104	0.0033514951248679327	1193.4971858739082
19-2211-4d-pet.jpeg	19-2211-4d-pet_1.jpg	3.3689427604173887	0.03412657741970486	0.012027225719840398	332.57877528659867
19-2211-4d-pet.jpeg	19-2211-4d-pet_2.jpg	3.559583520417527	0.03610858561197917	0.011399140160310711	350.9036597275219
19-3323-1bB.jpeg	19-3323-1bB_0.jpg	2585.4329118142255	8541.13271863961	0.005111035715087314	782.6202403932266
19-3323-1bB.jpeg	19-3323-1bB_1.jpg	495.42537831146547	12789.322030291145	0.20842557814080845	19.1915024810327
19-2211-4eA.jpeg	19-2211-4eA_0.jpg	54.41498934765178	122.47653856201173	0.16545343885777408	24.175985870190658
19-2211-4eA.jpeg	19-2211-4eA_1.jpg	27.65882819584009	17.915155830891926	0.09367269777419682	42.701876801308956
19-2211-4eA.jpeg	19-2211-4eA_2.jpg	51.06251337529107	114.58630809461805	0.17578764297063065	22.7547279911381
19-2211-4eA.jpeg	19-2211-4eA_3.jpg	27.776157785286927	31.159601247151695	0.1615502154455573	24.76010316029573
19-2211-4d.jpeg	19-2211-4d_0.jpg	47.12526314959349	77.66297296956381	0.13988347937419532	28.595228099093816
19-2211-4d.jpeg	19-2211-4d_1.jpg	51.942558993483104	82.3816660007053	0.12213605224373318	32.75036262034776
19-2211-4d.jpeg	19-2211-4d_2.jpg	44.63003250181598	49.12254149373372	0.09864757490292404	40.548386556246044
19-2211-4d.jpeg	19-2211-4d_3.jpg	33.32142835889733	37.46791890326606	0.13498090748937117	29.63382062248302
19-2211-4d.jpeg	19-2211-4d_4.jpg	24.58472802250551	16.144231511094837	0.10684311759671132	37.43806891800321
19-2211-4cA.jpeg	19-2211-4cA_0.jpg	74.5788640861302	120.3727629937066	0.08656786205273032	46.20652405119484
19-2211-4cA.jpeg	19-2211-4cA_1.jpg	58.64596568390357	103.62641541205512	0.12051862912940481	33.18988963693794
19-2211-4cA.jpeg	19-2211-4cA_2.jpg	80.7130671873822	115.39633682454428	0.0708539899507404	56.454124923393984
